2025-09-10 11:44:50.592 | INFO     | __main__:main:325 - Reading statistics from output/phys-prop/density-all/stats/Sage-2.0.0.csv
2025-09-10 11:44:59.485 | INFO     | __main__:main:369 - Saved scatter plot for group Carbonyl to images/phys-prop-scatters/densities-refit/scatter-Carbonyl.png
2025-09-10 11:44:59.486 | INFO     | __main__:main:337 - Skipping group Carboxylic Acid with 7 entries (< 10)
2025-09-10 11:44:59.990 | INFO     | __main__:main:369 - Saved scatter plot for group Carboxylic Acid Amide to images/phys-prop-scatters/densities-refit/scatter-Carboxylic Acid Amide.png
2025-09-10 11:45:00.621 | INFO     | __main__:main:369 - Saved scatter plot for group Carboxylic Acid Derivative to images/phys-prop-scatters/densities-refit/scatter-Carboxylic Acid Derivative.png
2025-09-10 11:45:01.218 | INFO     | __main__:main:369 - Saved scatter plot for group Carboxylic Acid Ester to images/phys-prop-scatters/densities-refit/scatter-Carboxylic Acid Ester.png
2025-09-10 11:45:01.716 | INFO     | __main__:main:369 - Saved scatter plot for group Carboxylic Acid Tertiary Amide to images/phys-prop-scatters/densities-refit/scatter-Carboxylic Acid Tertiary Amide.png
2025-09-10 11:45:02.237 | INFO     | __main__:main:369 - Saved scatter plot for group Dialkylether to images/phys-prop-scatters/densities-refit/scatter-Dialkylether.png
2025-09-10 11:45:02.813 | INFO     | __main__:main:369 - Saved scatter plot for group Ether to images/phys-prop-scatters/densities-refit/scatter-Ether.png
2025-09-10 11:45:03.368 | INFO     | __main__:main:369 - Saved scatter plot for group Halogen Derivative to images/phys-prop-scatters/densities-refit/scatter-Halogen Derivative.png
2025-09-10 11:45:03.934 | INFO     | __main__:main:369 - Saved scatter plot for group Heterocycle to images/phys-prop-scatters/densities-refit/scatter-Heterocycle.png
2025-09-10 11:45:04.477 | INFO     | __main__:main:369 - Saved scatter plot for group Hydroxy to images/phys-prop-scatters/densities-refit/scatter-Hydroxy.png
2025-09-10 11:45:04.995 | INFO     | __main__:main:369 - Saved scatter plot for group Ketone to images/phys-prop-scatters/densities-refit/scatter-Ketone.png
2025-09-10 11:45:05.552 | INFO     | __main__:main:369 - Saved scatter plot for group Lactam to images/phys-prop-scatters/densities-refit/scatter-Lactam.png
2025-09-10 11:45:05.553 | INFO     | __main__:main:337 - Skipping group Lactone with 5 entries (< 10)
2025-09-10 11:45:06.072 | INFO     | __main__:main:369 - Saved scatter plot for group Nitrile to images/phys-prop-scatters/densities-refit/scatter-Nitrile.png
2025-09-10 11:45:06.570 | INFO     | __main__:main:369 - Saved scatter plot for group Orthocarboxylic Acid Derivative to images/phys-prop-scatters/densities-refit/scatter-Orthocarboxylic Acid Derivative.png
2025-09-10 11:45:06.571 | INFO     | __main__:main:337 - Skipping group Phenol with 8 entries (< 10)
2025-09-10 11:45:07.160 | INFO     | __main__:main:369 - Saved scatter plot for group Primary Alcohol to images/phys-prop-scatters/densities-refit/scatter-Primary Alcohol.png
2025-09-10 11:45:07.660 | INFO     | __main__:main:369 - Saved scatter plot for group Primary Aliphatic Amine to images/phys-prop-scatters/densities-refit/scatter-Primary Aliphatic Amine.png
2025-09-10 11:45:08.166 | INFO     | __main__:main:369 - Saved scatter plot for group Primary Amine to images/phys-prop-scatters/densities-refit/scatter-Primary Amine.png
2025-09-10 11:45:08.709 | INFO     | __main__:main:369 - Saved scatter plot for group Primary Aromatic Amine to images/phys-prop-scatters/densities-refit/scatter-Primary Aromatic Amine.png
2025-09-10 11:45:09.214 | INFO     | __main__:main:369 - Saved scatter plot for group Secondary Alcohol to images/phys-prop-scatters/densities-refit/scatter-Secondary Alcohol.png
2025-09-10 11:45:09.716 | INFO     | __main__:main:369 - Saved scatter plot for group Secondary Aliphatic Amine to images/phys-prop-scatters/densities-refit/scatter-Secondary Aliphatic Amine.png
2025-09-10 11:45:10.223 | INFO     | __main__:main:369 - Saved scatter plot for group Secondary Amine to images/phys-prop-scatters/densities-refit/scatter-Secondary Amine.png
2025-09-10 11:45:10.769 | INFO     | __main__:main:369 - Saved scatter plot for group Secondary Mixed Amine to images/phys-prop-scatters/densities-refit/scatter-Secondary Mixed Amine.png
2025-09-10 11:45:10.769 | INFO     | __main__:main:337 - Skipping group Sulfone with 1 entries (< 10)
2025-09-10 11:45:11.264 | INFO     | __main__:main:369 - Saved scatter plot for group Tertiary Alcohol to images/phys-prop-scatters/densities-refit/scatter-Tertiary Alcohol.png
2025-09-10 11:45:11.767 | INFO     | __main__:main:369 - Saved scatter plot for group Tertiary Aliphatic Amine to images/phys-prop-scatters/densities-refit/scatter-Tertiary Aliphatic Amine.png
2025-09-10 11:45:12.266 | INFO     | __main__:main:369 - Saved scatter plot for group Tertiary Amine to images/phys-prop-scatters/densities-refit/scatter-Tertiary Amine.png
2025-09-10 11:45:12.960 | INFO     | __main__:main:369 - Saved scatter plot for group b1 to images/phys-prop-scatters/densities-refit/scatter-b1.png
2025-09-10 11:45:13.520 | INFO     | __main__:main:369 - Saved scatter plot for group b2 to images/phys-prop-scatters/densities-refit/scatter-b2.png
2025-09-10 11:45:14.084 | INFO     | __main__:main:369 - Saved scatter plot for group b3 to images/phys-prop-scatters/densities-refit/scatter-b3.png
2025-09-10 11:45:14.646 | INFO     | __main__:main:369 - Saved scatter plot for group b4 to images/phys-prop-scatters/densities-refit/scatter-b4.png
2025-09-10 11:45:15.171 | INFO     | __main__:main:369 - Saved scatter plot for group b5 to images/phys-prop-scatters/densities-refit/scatter-b5.png
2025-09-10 11:45:15.668 | INFO     | __main__:main:369 - Saved scatter plot for group b6 to images/phys-prop-scatters/densities-refit/scatter-b6.png
2025-09-10 11:45:16.229 | INFO     | __main__:main:369 - Saved scatter plot for group b7 to images/phys-prop-scatters/densities-refit/scatter-b7.png
2025-09-10 11:45:16.755 | INFO     | __main__:main:369 - Saved scatter plot for group b8 to images/phys-prop-scatters/densities-refit/scatter-b8.png
2025-09-10 11:45:17.261 | INFO     | __main__:main:369 - Saved scatter plot for group b9 to images/phys-prop-scatters/densities-refit/scatter-b9.png
2025-09-10 11:45:17.764 | INFO     | __main__:main:369 - Saved scatter plot for group b10 to images/phys-prop-scatters/densities-refit/scatter-b10.png
2025-09-10 11:45:17.764 | INFO     | __main__:main:337 - Skipping group b11 with 4 entries (< 10)
2025-09-10 11:45:18.319 | INFO     | __main__:main:369 - Saved scatter plot for group b12 to images/phys-prop-scatters/densities-refit/scatter-b12.png
2025-09-10 11:45:18.833 | INFO     | __main__:main:369 - Saved scatter plot for group b13 to images/phys-prop-scatters/densities-refit/scatter-b13.png
2025-09-10 11:45:19.379 | INFO     | __main__:main:369 - Saved scatter plot for group b14 to images/phys-prop-scatters/densities-refit/scatter-b14.png
2025-09-10 11:45:20.016 | INFO     | __main__:main:369 - Saved scatter plot for group b16 to images/phys-prop-scatters/densities-refit/scatter-b16.png
2025-09-10 11:45:20.017 | INFO     | __main__:main:337 - Skipping group b17 with 1 entries (< 10)
2025-09-10 11:45:20.521 | INFO     | __main__:main:369 - Saved scatter plot for group b18 to images/phys-prop-scatters/densities-refit/scatter-b18.png
2025-09-10 11:45:21.100 | INFO     | __main__:main:369 - Saved scatter plot for group b19 to images/phys-prop-scatters/densities-refit/scatter-b19.png
2025-09-10 11:45:21.658 | INFO     | __main__:main:369 - Saved scatter plot for group b20 to images/phys-prop-scatters/densities-refit/scatter-b20.png
2025-09-10 11:45:22.299 | INFO     | __main__:main:369 - Saved scatter plot for group b21 to images/phys-prop-scatters/densities-refit/scatter-b21.png
2025-09-10 11:45:22.820 | INFO     | __main__:main:369 - Saved scatter plot for group b25 to images/phys-prop-scatters/densities-refit/scatter-b25.png
2025-09-10 11:45:23.341 | INFO     | __main__:main:369 - Saved scatter plot for group b27 to images/phys-prop-scatters/densities-refit/scatter-b27.png
2025-09-10 11:45:23.342 | INFO     | __main__:main:337 - Skipping group b56 with 1 entries (< 10)
2025-09-10 11:45:23.342 | INFO     | __main__:main:337 - Skipping group b59 with 1 entries (< 10)
2025-09-10 11:45:23.903 | INFO     | __main__:main:369 - Saved scatter plot for group b69 to images/phys-prop-scatters/densities-refit/scatter-b69.png
2025-09-10 11:45:24.398 | INFO     | __main__:main:369 - Saved scatter plot for group b70 to images/phys-prop-scatters/densities-refit/scatter-b70.png
2025-09-10 11:45:24.914 | INFO     | __main__:main:369 - Saved scatter plot for group b71 to images/phys-prop-scatters/densities-refit/scatter-b71.png
2025-09-10 11:45:25.485 | INFO     | __main__:main:369 - Saved scatter plot for group b73 to images/phys-prop-scatters/densities-refit/scatter-b73.png
2025-09-10 11:45:26.177 | INFO     | __main__:main:369 - Saved scatter plot for group b84 to images/phys-prop-scatters/densities-refit/scatter-b84.png
2025-09-10 11:45:26.731 | INFO     | __main__:main:369 - Saved scatter plot for group b85 to images/phys-prop-scatters/densities-refit/scatter-b85.png
2025-09-10 11:45:27.305 | INFO     | __main__:main:369 - Saved scatter plot for group b87 to images/phys-prop-scatters/densities-refit/scatter-b87.png
2025-09-10 11:45:27.858 | INFO     | __main__:main:369 - Saved scatter plot for group b88 to images/phys-prop-scatters/densities-refit/scatter-b88.png
2025-09-10 11:45:28.561 | INFO     | __main__:main:369 - Saved scatter plot for group a1 to images/phys-prop-scatters/densities-refit/scatter-a1.png
2025-09-10 11:45:29.268 | INFO     | __main__:main:369 - Saved scatter plot for group a2 to images/phys-prop-scatters/densities-refit/scatter-a2.png
2025-09-10 11:45:29.917 | INFO     | __main__:main:369 - Saved scatter plot for group a10 to images/phys-prop-scatters/densities-refit/scatter-a10.png
2025-09-10 11:45:30.460 | INFO     | __main__:main:369 - Saved scatter plot for group a10a to images/phys-prop-scatters/densities-refit/scatter-a10a.png
2025-09-10 11:45:31.019 | INFO     | __main__:main:369 - Saved scatter plot for group a11 to images/phys-prop-scatters/densities-refit/scatter-a11.png
2025-09-10 11:45:31.594 | INFO     | __main__:main:369 - Saved scatter plot for group a11a to images/phys-prop-scatters/densities-refit/scatter-a11a.png
2025-09-10 11:45:32.084 | INFO     | __main__:main:369 - Saved scatter plot for group a12 to images/phys-prop-scatters/densities-refit/scatter-a12.png
2025-09-10 11:45:32.584 | INFO     | __main__:main:369 - Saved scatter plot for group a14 to images/phys-prop-scatters/densities-refit/scatter-a14.png
2025-09-10 11:45:33.142 | INFO     | __main__:main:369 - Saved scatter plot for group a15 to images/phys-prop-scatters/densities-refit/scatter-a15.png
2025-09-10 11:45:33.716 | INFO     | __main__:main:369 - Saved scatter plot for group a16 to images/phys-prop-scatters/densities-refit/scatter-a16.png
2025-09-10 11:45:34.215 | INFO     | __main__:main:369 - Saved scatter plot for group a18 to images/phys-prop-scatters/densities-refit/scatter-a18.png
2025-09-10 11:45:34.720 | INFO     | __main__:main:369 - Saved scatter plot for group a19 to images/phys-prop-scatters/densities-refit/scatter-a19.png
2025-09-10 11:45:35.282 | INFO     | __main__:main:369 - Saved scatter plot for group a20 to images/phys-prop-scatters/densities-refit/scatter-a20.png
2025-09-10 11:45:35.799 | INFO     | __main__:main:369 - Saved scatter plot for group a21 to images/phys-prop-scatters/densities-refit/scatter-a21.png
2025-09-10 11:45:36.292 | INFO     | __main__:main:369 - Saved scatter plot for group a22 to images/phys-prop-scatters/densities-refit/scatter-a22.png
2025-09-10 11:45:36.930 | INFO     | __main__:main:369 - Saved scatter plot for group a28 to images/phys-prop-scatters/densities-refit/scatter-a28.png
2025-09-10 11:45:37.483 | INFO     | __main__:main:369 - Saved scatter plot for group a28a to images/phys-prop-scatters/densities-refit/scatter-a28a.png
2025-09-10 11:45:37.484 | INFO     | __main__:main:337 - Skipping group a31 with 1 entries (< 10)
2025-09-10 11:45:37.484 | INFO     | __main__:main:337 - Skipping group a32 with 1 entries (< 10)
2025-09-10 11:45:38.043 | INFO     | __main__:main:369 - Saved scatter plot for group a41 to images/phys-prop-scatters/densities-refit/scatter-a41.png
2025-09-10 11:45:38.044 | INFO     | __main__:main:337 - Skipping group a41a with 1 entries (< 10)
2025-09-10 11:45:38.545 | INFO     | __main__:main:369 - Saved scatter plot for group a18a to images/phys-prop-scatters/densities-refit/scatter-a18a.png
2025-09-10 11:45:39.212 | INFO     | __main__:main:369 - Saved scatter plot for group t1 to images/phys-prop-scatters/densities-refit/scatter-t1.png
2025-09-10 11:45:39.799 | INFO     | __main__:main:369 - Saved scatter plot for group t2 to images/phys-prop-scatters/densities-refit/scatter-t2.png
2025-09-10 11:45:40.495 | INFO     | __main__:main:369 - Saved scatter plot for group t3 to images/phys-prop-scatters/densities-refit/scatter-t3.png
2025-09-10 11:45:41.169 | INFO     | __main__:main:369 - Saved scatter plot for group t4 to images/phys-prop-scatters/densities-refit/scatter-t4.png
2025-09-10 11:45:41.678 | INFO     | __main__:main:369 - Saved scatter plot for group t5 to images/phys-prop-scatters/densities-refit/scatter-t5.png
2025-09-10 11:45:42.225 | INFO     | __main__:main:369 - Saved scatter plot for group t6 to images/phys-prop-scatters/densities-refit/scatter-t6.png
2025-09-10 11:45:42.741 | INFO     | __main__:main:369 - Saved scatter plot for group t7 to images/phys-prop-scatters/densities-refit/scatter-t7.png
2025-09-10 11:45:43.250 | INFO     | __main__:main:369 - Saved scatter plot for group t8 to images/phys-prop-scatters/densities-refit/scatter-t8.png
2025-09-10 11:45:43.915 | INFO     | __main__:main:369 - Saved scatter plot for group t9 to images/phys-prop-scatters/densities-refit/scatter-t9.png
2025-09-10 11:45:44.426 | INFO     | __main__:main:369 - Saved scatter plot for group t10 to images/phys-prop-scatters/densities-refit/scatter-t10.png
2025-09-10 11:45:44.987 | INFO     | __main__:main:369 - Saved scatter plot for group t11 to images/phys-prop-scatters/densities-refit/scatter-t11.png
2025-09-10 11:45:45.509 | INFO     | __main__:main:369 - Saved scatter plot for group t12 to images/phys-prop-scatters/densities-refit/scatter-t12.png
2025-09-10 11:45:46.081 | INFO     | __main__:main:369 - Saved scatter plot for group t17 to images/phys-prop-scatters/densities-refit/scatter-t17.png
2025-09-10 11:45:46.653 | INFO     | __main__:main:369 - Saved scatter plot for group t17a to images/phys-prop-scatters/densities-refit/scatter-t17a.png
2025-09-10 11:45:47.212 | INFO     | __main__:main:369 - Saved scatter plot for group t18 to images/phys-prop-scatters/densities-refit/scatter-t18.png
2025-09-10 11:45:47.827 | INFO     | __main__:main:369 - Saved scatter plot for group t19 to images/phys-prop-scatters/densities-refit/scatter-t19.png
2025-09-10 11:45:48.317 | INFO     | __main__:main:369 - Saved scatter plot for group t20 to images/phys-prop-scatters/densities-refit/scatter-t20.png
2025-09-10 11:45:48.318 | INFO     | __main__:main:337 - Skipping group t21 with 1 entries (< 10)
2025-09-10 11:45:48.820 | INFO     | __main__:main:369 - Saved scatter plot for group t23 to images/phys-prop-scatters/densities-refit/scatter-t23.png
2025-09-10 11:45:49.018 | WARNING  | __main__:main:360 - Failed to plot group t43: Expected 5 stats for Sage 2.0.0, got 0
2025-09-10 11:45:49.536 | INFO     | __main__:main:369 - Saved scatter plot for group t44 to images/phys-prop-scatters/densities-refit/scatter-t44.png
2025-09-10 11:45:50.026 | INFO     | __main__:main:369 - Saved scatter plot for group t45 to images/phys-prop-scatters/densities-refit/scatter-t45.png
2025-09-10 11:45:50.026 | INFO     | __main__:main:337 - Skipping group t46 with 6 entries (< 10)
2025-09-10 11:45:50.026 | INFO     | __main__:main:337 - Skipping group t47 with 9 entries (< 10)
2025-09-10 11:45:50.579 | INFO     | __main__:main:369 - Saved scatter plot for group t51 to images/phys-prop-scatters/densities-refit/scatter-t51.png
2025-09-10 11:45:51.080 | INFO     | __main__:main:369 - Saved scatter plot for group t58a to images/phys-prop-scatters/densities-refit/scatter-t58a.png
2025-09-10 11:45:51.578 | INFO     | __main__:main:369 - Saved scatter plot for group t64 to images/phys-prop-scatters/densities-refit/scatter-t64.png
2025-09-10 11:45:52.081 | INFO     | __main__:main:369 - Saved scatter plot for group t67 to images/phys-prop-scatters/densities-refit/scatter-t67.png
2025-09-10 11:45:52.643 | INFO     | __main__:main:369 - Saved scatter plot for group t71 to images/phys-prop-scatters/densities-refit/scatter-t71.png
2025-09-10 11:45:53.162 | INFO     | __main__:main:369 - Saved scatter plot for group t72 to images/phys-prop-scatters/densities-refit/scatter-t72.png
2025-09-10 11:45:53.676 | INFO     | __main__:main:369 - Saved scatter plot for group t74 to images/phys-prop-scatters/densities-refit/scatter-t74.png
2025-09-10 11:45:54.181 | INFO     | __main__:main:369 - Saved scatter plot for group t75 to images/phys-prop-scatters/densities-refit/scatter-t75.png
2025-09-10 11:45:54.733 | INFO     | __main__:main:369 - Saved scatter plot for group t77 to images/phys-prop-scatters/densities-refit/scatter-t77.png
2025-09-10 11:45:55.221 | INFO     | __main__:main:369 - Saved scatter plot for group t80 to images/phys-prop-scatters/densities-refit/scatter-t80.png
2025-09-10 11:45:55.222 | INFO     | __main__:main:337 - Skipping group t82 with 4 entries (< 10)
2025-09-10 11:45:55.222 | INFO     | __main__:main:337 - Skipping group t83 with 4 entries (< 10)
2025-09-10 11:45:55.713 | INFO     | __main__:main:369 - Saved scatter plot for group t84 to images/phys-prop-scatters/densities-refit/scatter-t84.png
2025-09-10 11:45:56.210 | INFO     | __main__:main:369 - Saved scatter plot for group t85 to images/phys-prop-scatters/densities-refit/scatter-t85.png
2025-09-10 11:45:56.772 | INFO     | __main__:main:369 - Saved scatter plot for group t86 to images/phys-prop-scatters/densities-refit/scatter-t86.png
2025-09-10 11:45:57.308 | INFO     | __main__:main:369 - Saved scatter plot for group t93 to images/phys-prop-scatters/densities-refit/scatter-t93.png
2025-09-10 11:45:57.886 | INFO     | __main__:main:369 - Saved scatter plot for group t94 to images/phys-prop-scatters/densities-refit/scatter-t94.png
2025-09-10 11:45:58.535 | INFO     | __main__:main:369 - Saved scatter plot for group t95 to images/phys-prop-scatters/densities-refit/scatter-t95.png
2025-09-10 11:45:59.051 | INFO     | __main__:main:369 - Saved scatter plot for group t96 to images/phys-prop-scatters/densities-refit/scatter-t96.png
2025-09-10 11:45:59.586 | INFO     | __main__:main:369 - Saved scatter plot for group t97 to images/phys-prop-scatters/densities-refit/scatter-t97.png
2025-09-10 11:46:00.079 | INFO     | __main__:main:369 - Saved scatter plot for group t98 to images/phys-prop-scatters/densities-refit/scatter-t98.png
2025-09-10 11:46:00.648 | INFO     | __main__:main:369 - Saved scatter plot for group t105 to images/phys-prop-scatters/densities-refit/scatter-t105.png
2025-09-10 11:46:01.166 | INFO     | __main__:main:369 - Saved scatter plot for group t106 to images/phys-prop-scatters/densities-refit/scatter-t106.png
2025-09-10 11:46:01.782 | INFO     | __main__:main:369 - Saved scatter plot for group t107 to images/phys-prop-scatters/densities-refit/scatter-t107.png
2025-09-10 11:46:02.278 | INFO     | __main__:main:369 - Saved scatter plot for group t108 to images/phys-prop-scatters/densities-refit/scatter-t108.png
2025-09-10 11:46:02.279 | INFO     | __main__:main:337 - Skipping group t109 with 7 entries (< 10)
2025-09-10 11:46:02.834 | INFO     | __main__:main:369 - Saved scatter plot for group t110 to images/phys-prop-scatters/densities-refit/scatter-t110.png
2025-09-10 11:46:02.834 | INFO     | __main__:main:337 - Skipping group t111 with 5 entries (< 10)
2025-09-10 11:46:02.834 | INFO     | __main__:main:337 - Skipping group t118 with 1 entries (< 10)
2025-09-10 11:46:02.834 | INFO     | __main__:main:337 - Skipping group t119 with 1 entries (< 10)
2025-09-10 11:46:02.834 | INFO     | __main__:main:337 - Skipping group t120 with 1 entries (< 10)
2025-09-10 11:46:03.411 | INFO     | __main__:main:369 - Saved scatter plot for group t166 to images/phys-prop-scatters/densities-refit/scatter-t166.png
2025-09-10 11:46:03.971 | INFO     | __main__:main:369 - Saved scatter plot for group i1 to images/phys-prop-scatters/densities-refit/scatter-i1.png
2025-09-10 11:46:04.586 | INFO     | __main__:main:369 - Saved scatter plot for group i2 to images/phys-prop-scatters/densities-refit/scatter-i2.png
2025-09-10 11:46:05.088 | INFO     | __main__:main:369 - Saved scatter plot for group i4 to images/phys-prop-scatters/densities-refit/scatter-i4.png
2025-09-10 11:46:05.588 | INFO     | __main__:main:369 - Saved scatter plot for group i6 to images/phys-prop-scatters/densities-refit/scatter-i6.png
2025-09-10 11:46:05.588 | INFO     | __main__:main:337 - Skipping group i7 with 4 entries (< 10)
2025-09-10 11:46:06.282 | INFO     | __main__:main:369 - Saved scatter plot for group n2 to images/phys-prop-scatters/densities-refit/scatter-n2.png
2025-09-10 11:46:06.966 | INFO     | __main__:main:369 - Saved scatter plot for group n3 to images/phys-prop-scatters/densities-refit/scatter-n3.png
2025-09-10 11:46:07.468 | INFO     | __main__:main:369 - Saved scatter plot for group n4 to images/phys-prop-scatters/densities-refit/scatter-n4.png
2025-09-10 11:46:07.469 | INFO     | __main__:main:337 - Skipping group n5 with 4 entries (< 10)
2025-09-10 11:46:08.057 | INFO     | __main__:main:369 - Saved scatter plot for group n7 to images/phys-prop-scatters/densities-refit/scatter-n7.png
2025-09-10 11:46:08.590 | INFO     | __main__:main:369 - Saved scatter plot for group n8 to images/phys-prop-scatters/densities-refit/scatter-n8.png
2025-09-10 11:46:09.115 | INFO     | __main__:main:369 - Saved scatter plot for group n9 to images/phys-prop-scatters/densities-refit/scatter-n9.png
2025-09-10 11:46:09.625 | INFO     | __main__:main:369 - Saved scatter plot for group n11 to images/phys-prop-scatters/densities-refit/scatter-n11.png
2025-09-10 11:46:10.235 | INFO     | __main__:main:369 - Saved scatter plot for group n12 to images/phys-prop-scatters/densities-refit/scatter-n12.png
2025-09-10 11:46:10.924 | INFO     | __main__:main:369 - Saved scatter plot for group n14 to images/phys-prop-scatters/densities-refit/scatter-n14.png
2025-09-10 11:46:11.450 | INFO     | __main__:main:369 - Saved scatter plot for group n15 to images/phys-prop-scatters/densities-refit/scatter-n15.png
2025-09-10 11:46:12.206 | INFO     | __main__:main:369 - Saved scatter plot for group n16 to images/phys-prop-scatters/densities-refit/scatter-n16.png
2025-09-10 11:46:12.869 | INFO     | __main__:main:369 - Saved scatter plot for group n17 to images/phys-prop-scatters/densities-refit/scatter-n17.png
2025-09-10 11:46:13.454 | INFO     | __main__:main:369 - Saved scatter plot for group n18 to images/phys-prop-scatters/densities-refit/scatter-n18.png
2025-09-10 11:46:14.065 | INFO     | __main__:main:369 - Saved scatter plot for group n19 to images/phys-prop-scatters/densities-refit/scatter-n19.png
2025-09-10 11:46:14.603 | INFO     | __main__:main:369 - Saved scatter plot for group n20 to images/phys-prop-scatters/densities-refit/scatter-n20.png
2025-09-10 11:46:14.604 | INFO     | __main__:main:337 - Skipping group n21 with 1 entries (< 10)
2025-09-10 11:46:15.125 | INFO     | __main__:main:369 - Saved scatter plot for group n23 to images/phys-prop-scatters/densities-refit/scatter-n23.png
2025-09-10 11:46:15.720 | INFO     | __main__:main:369 - Saved scatter plot for group n24 to images/phys-prop-scatters/densities-refit/scatter-n24.png
2025-09-10 11:46:16.246 | INFO     | __main__:main:369 - Saved scatter plot for group n25 to images/phys-prop-scatters/densities-refit/scatter-n25.png
2025-09-10 11:46:16.759 | INFO     | __main__:main:369 - Saved scatter plot for group n-tip3p-O to images/phys-prop-scatters/densities-refit/scatter-n-tip3p-O.png
2025-09-10 11:46:17.264 | INFO     | __main__:main:369 - Saved scatter plot for group n-tip3p-H to images/phys-prop-scatters/densities-refit/scatter-n-tip3p-H.png
