2025-09-10 11:46:18.694 | INFO     | __main__:main:325 - Reading statistics from output/phys-prop/dhmix-all/stats/Sage-2.0.0.csv
2025-09-10 11:46:23.769 | INFO     | __main__:main:369 - Saved scatter plot for group Alkylarylether to images/phys-prop-scatters/dhmix-refit/scatter-Alkylarylether.png
2025-09-10 11:46:24.277 | INFO     | __main__:main:369 - Saved scatter plot for group Amine to images/phys-prop-scatters/dhmix-refit/scatter-Amine.png
2025-09-10 11:46:24.771 | INFO     | __main__:main:369 - Saved scatter plot for group Aqueous to images/phys-prop-scatters/dhmix-refit/scatter-Aqueous.png
2025-09-10 11:46:25.348 | INFO     | __main__:main:369 - Saved scatter plot for group Aromatic to images/phys-prop-scatters/dhmix-refit/scatter-Aromatic.png
2025-09-10 11:46:25.870 | INFO     | __main__:main:369 - Saved scatter plot for group Aryl Chloride to images/phys-prop-scatters/dhmix-refit/scatter-Aryl Chloride.png
2025-09-10 11:46:26.379 | INFO     | __main__:main:369 - Saved scatter plot for group Carbonyl to images/phys-prop-scatters/dhmix-refit/scatter-Carbonyl.png
2025-09-10 11:46:26.947 | INFO     | __main__:main:369 - Saved scatter plot for group Carboxylic Acid Amide to images/phys-prop-scatters/dhmix-refit/scatter-Carboxylic Acid Amide.png
2025-09-10 11:46:27.495 | INFO     | __main__:main:369 - Saved scatter plot for group Carboxylic Acid Derivative to images/phys-prop-scatters/dhmix-refit/scatter-Carboxylic Acid Derivative.png
2025-09-10 11:46:28.094 | INFO     | __main__:main:369 - Saved scatter plot for group Carboxylic Acid Ester to images/phys-prop-scatters/dhmix-refit/scatter-Carboxylic Acid Ester.png
2025-09-10 11:46:28.610 | INFO     | __main__:main:369 - Saved scatter plot for group Carboxylic Acid Tertiary Amide to images/phys-prop-scatters/dhmix-refit/scatter-Carboxylic Acid Tertiary Amide.png
2025-09-10 11:46:29.186 | INFO     | __main__:main:369 - Saved scatter plot for group Dialkylether to images/phys-prop-scatters/dhmix-refit/scatter-Dialkylether.png
2025-09-10 11:46:29.714 | INFO     | __main__:main:369 - Saved scatter plot for group Ether to images/phys-prop-scatters/dhmix-refit/scatter-Ether.png
2025-09-10 11:46:30.252 | INFO     | __main__:main:369 - Saved scatter plot for group Halogen Derivative to images/phys-prop-scatters/dhmix-refit/scatter-Halogen Derivative.png
2025-09-10 11:46:30.824 | INFO     | __main__:main:369 - Saved scatter plot for group Heterocycle to images/phys-prop-scatters/dhmix-refit/scatter-Heterocycle.png
2025-09-10 11:46:31.372 | INFO     | __main__:main:369 - Saved scatter plot for group Hydroxy to images/phys-prop-scatters/dhmix-refit/scatter-Hydroxy.png
2025-09-10 11:46:31.937 | INFO     | __main__:main:369 - Saved scatter plot for group Ketone to images/phys-prop-scatters/dhmix-refit/scatter-Ketone.png
2025-09-10 11:46:32.443 | INFO     | __main__:main:369 - Saved scatter plot for group Lactam to images/phys-prop-scatters/dhmix-refit/scatter-Lactam.png
2025-09-10 11:46:32.932 | INFO     | __main__:main:369 - Saved scatter plot for group Nitrile to images/phys-prop-scatters/dhmix-refit/scatter-Nitrile.png
2025-09-10 11:46:33.516 | INFO     | __main__:main:369 - Saved scatter plot for group Orthocarboxylic Acid Derivative to images/phys-prop-scatters/dhmix-refit/scatter-Orthocarboxylic Acid Derivative.png
2025-09-10 11:46:33.517 | INFO     | __main__:main:337 - Skipping group Phenol with 6 entries (< 10)
2025-09-10 11:46:34.133 | INFO     | __main__:main:369 - Saved scatter plot for group Primary Alcohol to images/phys-prop-scatters/dhmix-refit/scatter-Primary Alcohol.png
2025-09-10 11:46:34.635 | INFO     | __main__:main:369 - Saved scatter plot for group Primary Aliphatic Amine to images/phys-prop-scatters/dhmix-refit/scatter-Primary Aliphatic Amine.png
2025-09-10 11:46:35.142 | INFO     | __main__:main:369 - Saved scatter plot for group Primary Amine to images/phys-prop-scatters/dhmix-refit/scatter-Primary Amine.png
2025-09-10 11:46:35.692 | INFO     | __main__:main:369 - Saved scatter plot for group Primary Aromatic Amine to images/phys-prop-scatters/dhmix-refit/scatter-Primary Aromatic Amine.png
2025-09-10 11:46:35.693 | INFO     | __main__:main:337 - Skipping group Secondary Alcohol with 9 entries (< 10)
2025-09-10 11:46:36.186 | INFO     | __main__:main:369 - Saved scatter plot for group Secondary Aliphatic Amine to images/phys-prop-scatters/dhmix-refit/scatter-Secondary Aliphatic Amine.png
2025-09-10 11:46:36.689 | INFO     | __main__:main:369 - Saved scatter plot for group Secondary Amine to images/phys-prop-scatters/dhmix-refit/scatter-Secondary Amine.png
2025-09-10 11:46:37.194 | INFO     | __main__:main:369 - Saved scatter plot for group Secondary Mixed Amine to images/phys-prop-scatters/dhmix-refit/scatter-Secondary Mixed Amine.png
2025-09-10 11:46:37.749 | INFO     | __main__:main:369 - Saved scatter plot for group Tertiary Alcohol to images/phys-prop-scatters/dhmix-refit/scatter-Tertiary Alcohol.png
2025-09-10 11:46:38.255 | INFO     | __main__:main:369 - Saved scatter plot for group Tertiary Aliphatic Amine to images/phys-prop-scatters/dhmix-refit/scatter-Tertiary Aliphatic Amine.png
2025-09-10 11:46:38.770 | INFO     | __main__:main:369 - Saved scatter plot for group Tertiary Amine to images/phys-prop-scatters/dhmix-refit/scatter-Tertiary Amine.png
2025-09-10 11:46:39.438 | INFO     | __main__:main:369 - Saved scatter plot for group b1 to images/phys-prop-scatters/dhmix-refit/scatter-b1.png
2025-09-10 11:46:39.975 | INFO     | __main__:main:369 - Saved scatter plot for group b2 to images/phys-prop-scatters/dhmix-refit/scatter-b2.png
2025-09-10 11:46:40.609 | INFO     | __main__:main:369 - Saved scatter plot for group b3 to images/phys-prop-scatters/dhmix-refit/scatter-b3.png
2025-09-10 11:46:41.098 | INFO     | __main__:main:369 - Saved scatter plot for group b4 to images/phys-prop-scatters/dhmix-refit/scatter-b4.png
2025-09-10 11:46:41.674 | INFO     | __main__:main:369 - Saved scatter plot for group b5 to images/phys-prop-scatters/dhmix-refit/scatter-b5.png
2025-09-10 11:46:42.166 | INFO     | __main__:main:369 - Saved scatter plot for group b6 to images/phys-prop-scatters/dhmix-refit/scatter-b6.png
2025-09-10 11:46:42.673 | INFO     | __main__:main:369 - Saved scatter plot for group b7 to images/phys-prop-scatters/dhmix-refit/scatter-b7.png
2025-09-10 11:46:43.174 | INFO     | __main__:main:369 - Saved scatter plot for group b8 to images/phys-prop-scatters/dhmix-refit/scatter-b8.png
2025-09-10 11:46:43.751 | INFO     | __main__:main:369 - Saved scatter plot for group b9 to images/phys-prop-scatters/dhmix-refit/scatter-b9.png
2025-09-10 11:46:44.273 | INFO     | __main__:main:369 - Saved scatter plot for group b10 to images/phys-prop-scatters/dhmix-refit/scatter-b10.png
2025-09-10 11:46:44.766 | INFO     | __main__:main:369 - Saved scatter plot for group b12 to images/phys-prop-scatters/dhmix-refit/scatter-b12.png
2025-09-10 11:46:45.268 | INFO     | __main__:main:369 - Saved scatter plot for group b13 to images/phys-prop-scatters/dhmix-refit/scatter-b13.png
2025-09-10 11:46:45.878 | INFO     | __main__:main:369 - Saved scatter plot for group b14 to images/phys-prop-scatters/dhmix-refit/scatter-b14.png
2025-09-10 11:46:46.493 | INFO     | __main__:main:369 - Saved scatter plot for group b16 to images/phys-prop-scatters/dhmix-refit/scatter-b16.png
2025-09-10 11:46:46.989 | INFO     | __main__:main:369 - Saved scatter plot for group b18 to images/phys-prop-scatters/dhmix-refit/scatter-b18.png
2025-09-10 11:46:47.493 | INFO     | __main__:main:369 - Saved scatter plot for group b19 to images/phys-prop-scatters/dhmix-refit/scatter-b19.png
2025-09-10 11:46:48.109 | INFO     | __main__:main:369 - Saved scatter plot for group b20 to images/phys-prop-scatters/dhmix-refit/scatter-b20.png
2025-09-10 11:46:48.683 | INFO     | __main__:main:369 - Saved scatter plot for group b21 to images/phys-prop-scatters/dhmix-refit/scatter-b21.png
2025-09-10 11:46:49.182 | INFO     | __main__:main:369 - Saved scatter plot for group b25 to images/phys-prop-scatters/dhmix-refit/scatter-b25.png
2025-09-10 11:46:49.728 | INFO     | __main__:main:369 - Saved scatter plot for group b27 to images/phys-prop-scatters/dhmix-refit/scatter-b27.png
2025-09-10 11:46:50.231 | INFO     | __main__:main:369 - Saved scatter plot for group b69 to images/phys-prop-scatters/dhmix-refit/scatter-b69.png
2025-09-10 11:46:50.739 | INFO     | __main__:main:369 - Saved scatter plot for group b70 to images/phys-prop-scatters/dhmix-refit/scatter-b70.png
2025-09-10 11:46:51.305 | INFO     | __main__:main:369 - Saved scatter plot for group b71 to images/phys-prop-scatters/dhmix-refit/scatter-b71.png
2025-09-10 11:46:51.825 | INFO     | __main__:main:369 - Saved scatter plot for group b73 to images/phys-prop-scatters/dhmix-refit/scatter-b73.png
2025-09-10 11:46:52.492 | INFO     | __main__:main:369 - Saved scatter plot for group b84 to images/phys-prop-scatters/dhmix-refit/scatter-b84.png
2025-09-10 11:46:53.030 | INFO     | __main__:main:369 - Saved scatter plot for group b85 to images/phys-prop-scatters/dhmix-refit/scatter-b85.png
2025-09-10 11:46:53.597 | INFO     | __main__:main:369 - Saved scatter plot for group b87 to images/phys-prop-scatters/dhmix-refit/scatter-b87.png
2025-09-10 11:46:54.143 | INFO     | __main__:main:369 - Saved scatter plot for group b88 to images/phys-prop-scatters/dhmix-refit/scatter-b88.png
2025-09-10 11:46:54.812 | INFO     | __main__:main:369 - Saved scatter plot for group a1 to images/phys-prop-scatters/dhmix-refit/scatter-a1.png
2025-09-10 11:46:55.483 | INFO     | __main__:main:369 - Saved scatter plot for group a2 to images/phys-prop-scatters/dhmix-refit/scatter-a2.png
2025-09-10 11:46:56.041 | INFO     | __main__:main:369 - Saved scatter plot for group a10 to images/phys-prop-scatters/dhmix-refit/scatter-a10.png
2025-09-10 11:46:56.647 | INFO     | __main__:main:369 - Saved scatter plot for group a10a to images/phys-prop-scatters/dhmix-refit/scatter-a10a.png
2025-09-10 11:46:57.187 | INFO     | __main__:main:369 - Saved scatter plot for group a11 to images/phys-prop-scatters/dhmix-refit/scatter-a11.png
2025-09-10 11:46:57.687 | INFO     | __main__:main:369 - Saved scatter plot for group a11a to images/phys-prop-scatters/dhmix-refit/scatter-a11a.png
2025-09-10 11:46:57.687 | INFO     | __main__:main:337 - Skipping group a12 with 9 entries (< 10)
2025-09-10 11:46:58.242 | INFO     | __main__:main:369 - Saved scatter plot for group a14 to images/phys-prop-scatters/dhmix-refit/scatter-a14.png
2025-09-10 11:46:58.798 | INFO     | __main__:main:369 - Saved scatter plot for group a15 to images/phys-prop-scatters/dhmix-refit/scatter-a15.png
2025-09-10 11:46:59.289 | INFO     | __main__:main:369 - Saved scatter plot for group a16 to images/phys-prop-scatters/dhmix-refit/scatter-a16.png
2025-09-10 11:46:59.834 | INFO     | __main__:main:369 - Saved scatter plot for group a18 to images/phys-prop-scatters/dhmix-refit/scatter-a18.png
2025-09-10 11:47:00.334 | INFO     | __main__:main:369 - Saved scatter plot for group a19 to images/phys-prop-scatters/dhmix-refit/scatter-a19.png
2025-09-10 11:47:00.852 | INFO     | __main__:main:369 - Saved scatter plot for group a20 to images/phys-prop-scatters/dhmix-refit/scatter-a20.png
2025-09-10 11:47:01.409 | INFO     | __main__:main:369 - Saved scatter plot for group a21 to images/phys-prop-scatters/dhmix-refit/scatter-a21.png
2025-09-10 11:47:01.898 | INFO     | __main__:main:369 - Saved scatter plot for group a22 to images/phys-prop-scatters/dhmix-refit/scatter-a22.png
2025-09-10 11:47:02.477 | INFO     | __main__:main:369 - Saved scatter plot for group a28 to images/phys-prop-scatters/dhmix-refit/scatter-a28.png
2025-09-10 11:47:03.066 | INFO     | __main__:main:369 - Saved scatter plot for group a28a to images/phys-prop-scatters/dhmix-refit/scatter-a28a.png
2025-09-10 11:47:03.571 | INFO     | __main__:main:369 - Saved scatter plot for group a41 to images/phys-prop-scatters/dhmix-refit/scatter-a41.png
2025-09-10 11:47:04.067 | INFO     | __main__:main:369 - Saved scatter plot for group a18a to images/phys-prop-scatters/dhmix-refit/scatter-a18a.png
2025-09-10 11:47:04.713 | INFO     | __main__:main:369 - Saved scatter plot for group t1 to images/phys-prop-scatters/dhmix-refit/scatter-t1.png
2025-09-10 11:47:05.324 | INFO     | __main__:main:369 - Saved scatter plot for group t2 to images/phys-prop-scatters/dhmix-refit/scatter-t2.png
2025-09-10 11:47:05.983 | INFO     | __main__:main:369 - Saved scatter plot for group t3 to images/phys-prop-scatters/dhmix-refit/scatter-t3.png
2025-09-10 11:47:06.578 | INFO     | __main__:main:369 - Saved scatter plot for group t4 to images/phys-prop-scatters/dhmix-refit/scatter-t4.png
2025-09-10 11:47:07.156 | INFO     | __main__:main:369 - Saved scatter plot for group t5 to images/phys-prop-scatters/dhmix-refit/scatter-t5.png
2025-09-10 11:47:07.665 | INFO     | __main__:main:369 - Saved scatter plot for group t6 to images/phys-prop-scatters/dhmix-refit/scatter-t6.png
2025-09-10 11:47:08.164 | INFO     | __main__:main:369 - Saved scatter plot for group t7 to images/phys-prop-scatters/dhmix-refit/scatter-t7.png
2025-09-10 11:47:08.669 | INFO     | __main__:main:369 - Saved scatter plot for group t8 to images/phys-prop-scatters/dhmix-refit/scatter-t8.png
2025-09-10 11:47:09.316 | INFO     | __main__:main:369 - Saved scatter plot for group t9 to images/phys-prop-scatters/dhmix-refit/scatter-t9.png
2025-09-10 11:47:09.820 | INFO     | __main__:main:369 - Saved scatter plot for group t10 to images/phys-prop-scatters/dhmix-refit/scatter-t10.png
2025-09-10 11:47:10.395 | INFO     | __main__:main:369 - Saved scatter plot for group t11 to images/phys-prop-scatters/dhmix-refit/scatter-t11.png
2025-09-10 11:47:10.905 | INFO     | __main__:main:369 - Saved scatter plot for group t12 to images/phys-prop-scatters/dhmix-refit/scatter-t12.png
2025-09-10 11:47:11.496 | INFO     | __main__:main:369 - Saved scatter plot for group t17 to images/phys-prop-scatters/dhmix-refit/scatter-t17.png
2025-09-10 11:47:12.026 | INFO     | __main__:main:369 - Saved scatter plot for group t17a to images/phys-prop-scatters/dhmix-refit/scatter-t17a.png
2025-09-10 11:47:12.552 | INFO     | __main__:main:369 - Saved scatter plot for group t18 to images/phys-prop-scatters/dhmix-refit/scatter-t18.png
2025-09-10 11:47:13.146 | INFO     | __main__:main:369 - Saved scatter plot for group t19 to images/phys-prop-scatters/dhmix-refit/scatter-t19.png
2025-09-10 11:47:13.146 | INFO     | __main__:main:337 - Skipping group t20 with 9 entries (< 10)
2025-09-10 11:47:13.656 | INFO     | __main__:main:369 - Saved scatter plot for group t23 to images/phys-prop-scatters/dhmix-refit/scatter-t23.png
2025-09-10 11:47:13.657 | INFO     | __main__:main:337 - Skipping group t43 with 9 entries (< 10)
2025-09-10 11:47:14.231 | INFO     | __main__:main:369 - Saved scatter plot for group t44 to images/phys-prop-scatters/dhmix-refit/scatter-t44.png
2025-09-10 11:47:14.723 | INFO     | __main__:main:369 - Saved scatter plot for group t45 to images/phys-prop-scatters/dhmix-refit/scatter-t45.png
2025-09-10 11:47:14.723 | INFO     | __main__:main:337 - Skipping group t46 with 3 entries (< 10)
2025-09-10 11:47:14.723 | INFO     | __main__:main:337 - Skipping group t47 with 6 entries (< 10)
2025-09-10 11:47:15.223 | INFO     | __main__:main:369 - Saved scatter plot for group t51 to images/phys-prop-scatters/dhmix-refit/scatter-t51.png
2025-09-10 11:47:15.717 | INFO     | __main__:main:369 - Saved scatter plot for group t58a to images/phys-prop-scatters/dhmix-refit/scatter-t58a.png
2025-09-10 11:47:16.294 | INFO     | __main__:main:369 - Saved scatter plot for group t64 to images/phys-prop-scatters/dhmix-refit/scatter-t64.png
2025-09-10 11:47:16.804 | INFO     | __main__:main:369 - Saved scatter plot for group t67 to images/phys-prop-scatters/dhmix-refit/scatter-t67.png
2025-09-10 11:47:17.309 | INFO     | __main__:main:369 - Saved scatter plot for group t71 to images/phys-prop-scatters/dhmix-refit/scatter-t71.png
2025-09-10 11:47:17.808 | INFO     | __main__:main:369 - Saved scatter plot for group t72 to images/phys-prop-scatters/dhmix-refit/scatter-t72.png
2025-09-10 11:47:18.381 | INFO     | __main__:main:369 - Saved scatter plot for group t74 to images/phys-prop-scatters/dhmix-refit/scatter-t74.png
2025-09-10 11:47:18.889 | INFO     | __main__:main:369 - Saved scatter plot for group t75 to images/phys-prop-scatters/dhmix-refit/scatter-t75.png
2025-09-10 11:47:19.392 | INFO     | __main__:main:369 - Saved scatter plot for group t77 to images/phys-prop-scatters/dhmix-refit/scatter-t77.png
2025-09-10 11:47:19.889 | INFO     | __main__:main:369 - Saved scatter plot for group t80 to images/phys-prop-scatters/dhmix-refit/scatter-t80.png
2025-09-10 11:47:20.440 | INFO     | __main__:main:369 - Saved scatter plot for group t84 to images/phys-prop-scatters/dhmix-refit/scatter-t84.png
2025-09-10 11:47:20.931 | INFO     | __main__:main:369 - Saved scatter plot for group t85 to images/phys-prop-scatters/dhmix-refit/scatter-t85.png
2025-09-10 11:47:21.433 | INFO     | __main__:main:369 - Saved scatter plot for group t86 to images/phys-prop-scatters/dhmix-refit/scatter-t86.png
2025-09-10 11:47:22.023 | INFO     | __main__:main:369 - Saved scatter plot for group t93 to images/phys-prop-scatters/dhmix-refit/scatter-t93.png
2025-09-10 11:47:22.565 | INFO     | __main__:main:369 - Saved scatter plot for group t94 to images/phys-prop-scatters/dhmix-refit/scatter-t94.png
2025-09-10 11:47:23.189 | INFO     | __main__:main:369 - Saved scatter plot for group t95 to images/phys-prop-scatters/dhmix-refit/scatter-t95.png
2025-09-10 11:47:23.720 | INFO     | __main__:main:369 - Saved scatter plot for group t96 to images/phys-prop-scatters/dhmix-refit/scatter-t96.png
2025-09-10 11:47:24.309 | INFO     | __main__:main:369 - Saved scatter plot for group t97 to images/phys-prop-scatters/dhmix-refit/scatter-t97.png
2025-09-10 11:47:24.805 | INFO     | __main__:main:369 - Saved scatter plot for group t98 to images/phys-prop-scatters/dhmix-refit/scatter-t98.png
2025-09-10 11:47:25.299 | INFO     | __main__:main:369 - Saved scatter plot for group t105 to images/phys-prop-scatters/dhmix-refit/scatter-t105.png
2025-09-10 11:47:25.789 | INFO     | __main__:main:369 - Saved scatter plot for group t106 to images/phys-prop-scatters/dhmix-refit/scatter-t106.png
2025-09-10 11:47:26.389 | INFO     | __main__:main:369 - Saved scatter plot for group t107 to images/phys-prop-scatters/dhmix-refit/scatter-t107.png
2025-09-10 11:47:26.880 | INFO     | __main__:main:369 - Saved scatter plot for group t108 to images/phys-prop-scatters/dhmix-refit/scatter-t108.png
2025-09-10 11:47:27.493 | INFO     | __main__:main:369 - Saved scatter plot for group t110 to images/phys-prop-scatters/dhmix-refit/scatter-t110.png
2025-09-10 11:47:27.984 | INFO     | __main__:main:369 - Saved scatter plot for group t166 to images/phys-prop-scatters/dhmix-refit/scatter-t166.png
2025-09-10 11:47:28.527 | INFO     | __main__:main:369 - Saved scatter plot for group i1 to images/phys-prop-scatters/dhmix-refit/scatter-i1.png
2025-09-10 11:47:29.140 | INFO     | __main__:main:369 - Saved scatter plot for group i2 to images/phys-prop-scatters/dhmix-refit/scatter-i2.png
2025-09-10 11:47:29.648 | INFO     | __main__:main:369 - Saved scatter plot for group i4 to images/phys-prop-scatters/dhmix-refit/scatter-i4.png
2025-09-10 11:47:29.649 | INFO     | __main__:main:337 - Skipping group i6 with 9 entries (< 10)
2025-09-10 11:47:30.310 | INFO     | __main__:main:369 - Saved scatter plot for group n2 to images/phys-prop-scatters/dhmix-refit/scatter-n2.png
2025-09-10 11:47:30.967 | INFO     | __main__:main:369 - Saved scatter plot for group n3 to images/phys-prop-scatters/dhmix-refit/scatter-n3.png
2025-09-10 11:47:31.472 | INFO     | __main__:main:369 - Saved scatter plot for group n4 to images/phys-prop-scatters/dhmix-refit/scatter-n4.png
2025-09-10 11:47:31.472 | INFO     | __main__:main:337 - Skipping group n5 with 3 entries (< 10)
2025-09-10 11:47:32.064 | INFO     | __main__:main:369 - Saved scatter plot for group n7 to images/phys-prop-scatters/dhmix-refit/scatter-n7.png
2025-09-10 11:47:32.561 | INFO     | __main__:main:369 - Saved scatter plot for group n8 to images/phys-prop-scatters/dhmix-refit/scatter-n8.png
2025-09-10 11:47:33.082 | INFO     | __main__:main:369 - Saved scatter plot for group n9 to images/phys-prop-scatters/dhmix-refit/scatter-n9.png
2025-09-10 11:47:33.590 | INFO     | __main__:main:369 - Saved scatter plot for group n11 to images/phys-prop-scatters/dhmix-refit/scatter-n11.png
2025-09-10 11:47:34.196 | INFO     | __main__:main:369 - Saved scatter plot for group n12 to images/phys-prop-scatters/dhmix-refit/scatter-n12.png
2025-09-10 11:47:34.809 | INFO     | __main__:main:369 - Saved scatter plot for group n14 to images/phys-prop-scatters/dhmix-refit/scatter-n14.png
2025-09-10 11:47:35.293 | INFO     | __main__:main:369 - Saved scatter plot for group n15 to images/phys-prop-scatters/dhmix-refit/scatter-n15.png
2025-09-10 11:47:35.956 | INFO     | __main__:main:369 - Saved scatter plot for group n16 to images/phys-prop-scatters/dhmix-refit/scatter-n16.png
2025-09-10 11:47:36.507 | INFO     | __main__:main:369 - Saved scatter plot for group n17 to images/phys-prop-scatters/dhmix-refit/scatter-n17.png
2025-09-10 11:47:37.124 | INFO     | __main__:main:369 - Saved scatter plot for group n18 to images/phys-prop-scatters/dhmix-refit/scatter-n18.png
2025-09-10 11:47:37.661 | INFO     | __main__:main:369 - Saved scatter plot for group n19 to images/phys-prop-scatters/dhmix-refit/scatter-n19.png
2025-09-10 11:47:38.234 | INFO     | __main__:main:369 - Saved scatter plot for group n20 to images/phys-prop-scatters/dhmix-refit/scatter-n20.png
2025-09-10 11:47:38.720 | INFO     | __main__:main:369 - Saved scatter plot for group n23 to images/phys-prop-scatters/dhmix-refit/scatter-n23.png
2025-09-10 11:47:39.232 | INFO     | __main__:main:369 - Saved scatter plot for group n24 to images/phys-prop-scatters/dhmix-refit/scatter-n24.png
2025-09-10 11:47:39.798 | INFO     | __main__:main:369 - Saved scatter plot for group n25 to images/phys-prop-scatters/dhmix-refit/scatter-n25.png
2025-09-10 11:47:40.297 | INFO     | __main__:main:369 - Saved scatter plot for group n-tip3p-O to images/phys-prop-scatters/dhmix-refit/scatter-n-tip3p-O.png
2025-09-10 11:47:40.791 | INFO     | __main__:main:369 - Saved scatter plot for group n-tip3p-H to images/phys-prop-scatters/dhmix-refit/scatter-n-tip3p-H.png
