,label,calc_dG,calc_err,exp_dG,exp_err,dataset
59,CAT-17d,-8.698941136144727,0.435440042886418,-9.42300033569336,0.0,bace
60,CAT-24,-12.438011877040493,0.3808373721357896,-11.350000381469728,0.0,bace
61,CAT-13n,-8.093449861997108,0.27721315050658896,-8.543000221252441,0.0,bace
62,CAT-4n,-9.955643409334744,0.22763285266107283,-9.093000411987305,0.0,bace
63,CAT-4l,-7.9744181878448455,0.3587737231908837,-9.343000411987305,0.0,bace
64,CAT-13b,-7.309692295795213,0.47642598036495554,-9.123000144958496,0.0,bace
65,CAT-13d,-10.621532646193813,0.33614862457931516,-10.472999572753906,0.0,bace
66,CAT-17a,-11.346825554238478,0.3485385960665668,-10.732999801635742,0.0,bace
67,CAT-13e,-9.911433425071813,0.5219687233943546,-9.963000297546388,0.0,bace
68,CAT-4c,-8.60736506007175,0.5399246871451698,-7.853000164031982,0.0,bace
69,CAT-17b,-10.484755639220234,0.48294998073604195,-10.02299976348877,0.0,bace
70,CAT-13h,-7.345696253983231,0.496350115613502,-9.633000373840332,0.0,bace
71,CAT-4a,-8.983217898618527,0.3452474589038721,-7.933000087738037,0.0,bace
34,2o,-11.864972582627427,0.5086553351612777,-10.489999771118164,0.0,p38
35,2n,-11.725258482261296,0.15936086257139162,-11.850000381469728,0.0,p38
36,3fln,-10.437740758337458,0.11153131732003815,-10.880000114440918,0.0,p38
37,2r,-11.308283459134648,0.4638489701470247,-10.789999961853027,0.0,p38
38,2s,-11.463810748681281,0.44129251665935865,-11.109999656677246,0.0,p38
39,2j,-9.55498607770339,0.13029175992525177,-10.079999923706056,0.0,p38
40,2ee,-10.972848133473967,0.2979477657913801,-12.260000228881836,0.0,p38
41,2ff,-10.44191973018047,0.17099695098429385,-11.4399995803833,0.0,p38
42,2t,-12.215835107581384,0.18489231911269882,-11.850000381469728,0.0,p38
43,2v,-8.302553269342294,0.16291269631674327,-8.970000267028809,0.0,p38
44,2l,-11.739101302989589,0.13101393034617498,-12.260000228881836,0.0,p38
45,2k,-9.303950743148508,0.12923229523207744,-10.550000190734863,0.0,p38
46,2p,-11.246964340408946,0.26357437430616354,-11.199999809265137,0.0,p38
47,2gg,-9.362377762731656,0.18065700347181127,-10.65999984741211,0.0,p38
48,2e,-9.251140349884178,0.1214565505536866,-10.699999809265137,0.0,p38
49,2g,-10.581785384316706,0.11606692577328756,-10.65999984741211,0.0,p38
50,2c,-11.415503560487874,0.20312001917058747,-10.460000038146973,0.0,p38
51,3flz,-9.827889839317564,0.1259052070319054,-9.489999771118164,0.0,p38
52,2h,-9.498870730532479,0.15727363497416894,-9.479999542236328,0.0,p38
53,2i,-9.550786994622655,0.16056950703813255,-10.050000190734863,0.0,p38
54,2m,-11.903950743148506,0.23312667147814742,-10.960000038146973,0.0,p38
55,2bb,-9.972553269342256,1.0315946904888278,-9.0600004196167,0.0,p38
56,2z,-10.708979742302713,0.5183427561334124,-10.359999656677246,0.0,p38
57,3fly,-10.274100699876136,0.1925500737631268,-11.420000076293944,0.0,p38
58,2u,-11.951619877194513,0.4546476175942873,-12.260000228881836,0.0,p38
59,3fmh,-10.534100699876095,0.7245560111262159,-10.829999923706056,0.0,p38
60,2f,-9.364539941430886,0.12560669615180595,-8.479999542236328,0.0,p38
61,2aa,-10.237124608627672,0.6667936967955223,-9.270000457763672,0.0,p38
62,3flq,-11.730423925638146,0.8790859672914527,-9.93000030517578,0.0,p38
63,3flw,-11.621856784667733,0.7124309063664933,-10.68000030517578,0.0,p38
64,2q,-12.363748770391796,0.41929566882340946,-12.260000228881836,0.0,p38
65,2x,-9.673767534227393,0.2020809879588212,-10.229999542236328,0.0,p38
66,2y,-9.83255326934225,0.9932948526335303,-9.779999732971191,0.0,p38
67,3fmk,-12.344100699876106,0.6686194743607354,-11.829999923706056,0.0,p38
21,18658-1,-10.23419313542658,0.24427460703810988,-9.699999809265137,0.0,jnk1
22,18631-1,-9.303279522861121,0.11198817530111363,-9.40999984741211,0.0,jnk1
23,18625-1,-7.960260962131679,0.21936546916465446,-8.109999656677246,0.0,jnk1
24,18624-1,-7.481962905038477,0.12750866331652233,-8.489999771118164,0.0,jnk1
25,17124-1,-10.888079482447548,0.15980675989138982,-9.68000030517578,0.0,jnk1
26,18637-1,-10.985382171085885,0.29676439374154967,-10.140000343322754,0.0,jnk1
27,18634-1,-10.127758580452749,0.11821851979694128,-9.989999771118164,0.0,jnk1
28,18638-1,-10.618840130481672,0.22228064379274737,-10.09000015258789,0.0,jnk1
29,18652-1,-10.8682097082723,0.22025007940466143,-10.68000030517578,0.0,jnk1
30,18630-1,-7.89581724130245,0.13019265657358664,-9.140000343322754,0.0,jnk1
31,18632-1,-8.228890073170462,0.1328064530742925,-9.079999923706056,0.0,jnk1
32,18633-1,-8.107206582450825,0.1397335683417269,-9.170000076293944,0.0,jnk1
33,18626-1,-8.405865344062867,0.13722542382643052,-8.869999885559082,0.0,jnk1
34,18629-1,-8.179767783087257,0.134036473744787,-8.670000076293945,0.0,jnk1
35,18635-1,-7.945076962131681,0.2330713635142688,-7.289999961853027,0.0,jnk1
36,18628-1_flip,-7.518777189202137,0.2007423189534823,-8.699999809265137,0.0,jnk1
37,18627-1,-8.03827029676755,0.14759262737933093,-8.479999542236328,0.0,jnk1
38,18639-1,-11.000932908293166,0.1763950008806127,-9.739999771118164,0.0,jnk1
39,18659-1,-9.225975857939675,0.2879208562610572,-9.470000267028809,0.0,jnk1
40,18660-1,-9.305975857939673,0.60550124095945,-8.699999809265137,0.0,jnk1
41,18636-1,-8.78947696213168,0.24077014036296188,-7.510000228881836,0.0,jnk1
16,20,-9.274622074533431,0.1960132212384124,-8.720000267028809,0.0,cdk2
17,1h1q,-7.935103218876744,0.141679227293286,-8.180000305175781,0.0,cdk2
18,1oiy,-9.29472652030671,0.2860360648530755,-9.789999961853027,0.0,cdk2
19,1oi9,-9.984287254541613,0.20071906755592347,-9.739999771118164,0.0,cdk2
20,22,-7.2723366741467,0.3696272926906598,-7.860000133514404,0.0,cdk2
21,30,-9.252750608646442,0.22629262720054344,-9.8100004196167,0.0,cdk2
22,31,-8.921176899822129,0.16109502757598418,-9.539999961853027,0.0,cdk2
23,1h1s,-10.551963754234286,0.3214968292297408,-11.25,0.0,cdk2
24,29,-9.222077603606648,0.400785775433027,-9.880000114440918,0.0,cdk2
25,32,-8.70260875297452,0.3427368674145663,-9.75,0.0,cdk2
26,17,-8.92952160873767,0.16181353370927876,-7.039999961853027,0.0,cdk2
27,1h1r,-8.785732291687037,0.1632583528086081,-7.670000076293945,0.0,cdk2
28,1oiu,-10.802584362085723,0.2274452268592698,-9.079999923706056,0.0,cdk2
29,26,-8.606369982416716,0.18734327683928179,-8.430000305175781,0.0,cdk2
30,21,-7.398406209774,0.20197612693619096,-7.829999923706055,0.0,cdk2
31,28,-10.745732965622544,0.44958274537757187,-11.109999656677246,0.0,cdk2
23,23482,-10.10447789823981,0.26197383549317005,-10.010000228881836,0.0,ptp1b
24,23486,-11.955138454046082,0.3179722126409609,-12.470000267028809,0.0,ptp1b
25,23479,-8.904477898239838,0.15593988266233091,-9.140000343322754,0.0,ptp1b
26,23467,-6.820889123868532,0.14267730602532389,-7.340000152587891,0.0,ptp1b
27,23476,-9.532393427241214,0.3044588917932382,-9.40999984741211,0.0,ptp1b
28,23468,-7.042910004777046,0.18117263133774011,-7.75,0.0,ptp1b
29,23473,-8.633852845294115,0.24635431517437073,-8.390000343322754,0.0,ptp1b
30,23466,-6.364620722483407,0.12185223616425943,-7.849999904632568,0.0,ptp1b
31,20669,-7.744763634637302,0.1737628455198087,-8.609999656677246,0.0,ptp1b
32,23474,-9.265763559145782,0.25212135043577066,-9.109999656677246,0.0,ptp1b
33,20670,-9.045174276397429,0.133246817939401,-9.079999923706056,0.0,ptp1b
34,23330,-10.40967730723874,0.1910576746084861,-10.130000114440918,0.0,ptp1b
35,23472,-9.014552629323596,0.263646287260899,-8.649999618530273,0.0,ptp1b
36,23475,-8.814620722483403,0.2512925933214714,-8.720000267028809,0.0,ptp1b
37,23469,-7.363852845294122,0.26423641571070766,-7.71999979019165,0.0,ptp1b
38,23471,-7.4124261454325255,0.16213506610717837,-7.75,0.0,ptp1b
39,23470,-8.462426145432541,0.5499849378260202,-7.71999979019165,0.0,ptp1b
40,23477,-8.739737144583515,0.1295756010346457,-8.850000381469727,0.0,ptp1b
41,20667,-11.38246925116957,0.3167137872823633,-11.420000076293944,0.0,ptp1b
42,23485,-9.688979651846388,0.32314880478730834,-11.010000228881836,0.0,ptp1b
43,23480,-9.128838881056048,0.15213924450781452,-8.720000267028809,0.0,ptp1b
44,23484,-11.538628053369258,0.3238023993676658,-7.75,0.0,ptp1b
45,23483,-10.099330122265872,0.26647987746565266,-9.869999885559082,0.0,ptp1b
16,ejm_31,-9.912482259190417,0.05930399230213995,-9.539999961853027,0.0,tyk2
17,ejm_46,-10.817835130710598,0.08010423412759068,-11.3100004196167,0.0,tyk2
18,ejm_42,-9.389232789684232,0.07123925948965165,-9.779999732971191,0.0,tyk2
19,ejm_48,-9.031013418503123,0.14051508648841335,-9.0,0.0,tyk2
20,ejm_44,-6.96833367485555,0.18350700991137406,-7.420000076293945,0.0,tyk2
21,ejm_45,-9.76248225919042,0.1785132026012987,-9.5600004196167,0.0,tyk2
22,ejm_54,-9.700822372396377,0.2803506752938198,-10.529999732971191,0.0,tyk2
23,ejm_55,-10.275017749936618,0.20971666596459268,-9.210000038146973,0.0,tyk2
24,ejm_49,-9.115497934144793,0.13163541290991546,-7.75,0.0,tyk2
25,ejm_50,-9.379345902609652,0.10582470659274515,-8.979999542236328,0.0,tyk2
26,ejm_47,-9.381082082141821,0.15533675911105327,-9.699999809265137,0.0,tyk2
27,jmc_27,-11.307000818618935,0.09957284019378841,-11.279999732971191,0.0,tyk2
28,jmc_30,-11.737907747745572,0.12681785322902006,-10.9399995803833,0.0,tyk2
29,jmc_23,-11.063663570252274,0.10462263617977559,-11.699999809265137,0.0,tyk2
30,jmc_28,-10.670138038527238,0.12531276528633173,-10.979999542236328,0.0,tyk2
31,ejm_43,-7.428142878201366,0.09860843097476968,-8.260000228881836,0.0,tyk2
42,42,-7.880815496475002,0.2776055645926902,-8.899999619,0.0,mcl1
43,64,-9.66689983382441,0.34520436600962506,-9.5,0.0,mcl1
44,66,-9.498968362717044,0.29774341312615044,-8.430000305,0.0,mcl1
45,44,-8.620581706091599,0.28937873671055253,-8.670000076,0.0,mcl1
46,54,-9.878072215659458,0.3055786115906786,-9.779999733,0.0,mcl1
47,51,-7.759765772718094,0.29229718802152665,-8.449999809,0.0,mcl1
48,57,-7.885291136310379,0.28446270281078845,-9.039999962,0.0,mcl1
49,68,-8.079407073400752,0.281886541951347,-7.690000057,0.0,mcl1
50,62,-8.089876269955685,0.3194656042147645,-7.960000038,0.0,mcl1
51,53,-10.576387010577733,0.24064531811983922,-9.960000038,0.0,mcl1
52,63,-10.477100369472637,0.25275705278702215,-9.06000042,0.0,mcl1
53,58,-10.405422172327757,0.2536022896343614,-9.409999847,0.0,mcl1
54,60,-8.793624747443673,0.24654605979847088,-8.920000076,0.0,mcl1
55,61,-8.489128757263138,0.26411663990635953,-8.079999924,0.0,mcl1
56,67,-9.434425852416027,0.26238771239290065,-7.579999924,0.0,mcl1
57,65,-10.057878891090049,0.2493873743191856,-8.409999847,0.0,mcl1
58,27,-6.0651869828981955,0.17521518730372806,-6.119999886,0.0,mcl1
59,47 flip,-5.354059134308002,0.2579386211605452,-5.78000021,0.0,mcl1
60,39,-7.2203405410377925,0.4616526641618034,-7.03000021,0.0,mcl1
61,43 flip,-6.5923055614999715,0.2817564838973956,-7.03000021,0.0,mcl1
62,38 flip,-9.870798387149257,0.4516448853113117,-7.019999981,0.0,mcl1
63,46 flip,-6.758170558586361,0.2997066002414801,-7.599999905,0.0,mcl1
64,31,-8.656762880805687,0.24391254346136335,-7.920000076,0.0,mcl1
65,40 flip,-7.356867662662134,0.3930901437829249,-7.25,0.0,mcl1
66,30 flip,-6.157323864835808,0.20259813766574467,-7.849999905,0.0,mcl1
67,45,-8.850594005918184,0.4164876730685272,-8.949999809,0.0,mcl1
68,28,-5.642363582031976,0.2808380197030105,-6.619999886,0.0,mcl1
69,48 flip,-2.0694225135572335,0.3742603325144421,-6.659999847,0.0,mcl1
70,50,-8.226456824404409,0.26717837741997125,-9.329999924,0.0,mcl1
71,33,-7.3542721626754535,0.3180775885882194,-6.880000114,0.0,mcl1
72,34,-8.082973062032565,0.3380069553728314,-6.869999886,0.0,mcl1
73,35,-7.844490098492894,0.2285258686160741,-8.81000042,0.0,mcl1
74,41 flip,-9.145987645620174,0.6298285581495545,-7.130000114,0.0,mcl1
75,29,-5.2623635820319805,0.34766362091928527,-6.940000057,0.0,mcl1
76,37,-8.47288490088534,0.2286676561540306,-8.949999809,0.0,mcl1
77,56,-8.564980540826735,0.24272335842216736,-9.260000229,0.0,mcl1
78,36,-8.809188271306684,0.25904673610584006,-8.180000305,0.0,mcl1
79,49,-7.795177829927887,0.26708979426224877,-8.359999657,0.0,mcl1
80,23,-8.168153076092835,0.296171306441784,-8.829999924,0.0,mcl1
81,26,-8.96905496763219,0.2780032270958465,-8.239999771,0.0,mcl1
82,52,-9.68909557569777,0.26015477576107954,-9.229999542,0.0,mcl1
83,32,-6.6870793953391985,0.3276366009230682,-6.579999924,0.0,mcl1
11,6b,-9.191433916987053,0.06580543262610955,-8.890000343322754,0.0,thrombin
12,7a,-8.684880966152429,0.12351238794988162,-8.220000267028809,0.0,thrombin
13,1b,-8.08770592282487,0.052787065713928445,-8.460000038146973,0.0,thrombin
14,6a,-9.355339782169942,0.09215228529275346,-9.18000030517578,0.0,thrombin
15,6e,-8.728786831335317,0.08429532976449207,-8.90999984741211,0.0,thrombin
16,1d,-9.01681420307965,0.07763479524494182,-8.25,0.0,thrombin
17,1c,-8.731591273143344,0.08141496616401672,-8.5600004196167,0.0,thrombin
18,1a,-6.97458490371659,0.06471281319829106,-7.480000019073486,0.0,thrombin
19,3b,-8.585551373144598,0.08542075052482333,-7.860000133514404,0.0,thrombin
20,5,-6.323322576300418,0.09339671475611468,-7.579999923706055,0.0,thrombin
21,3a,-8.029989242967083,0.13994124619940013,-8.319999694824219,0.0,thrombin
