,label,calc_dG,calc_err,exp_dG,exp_err,dataset
26,23467,-6.68303997978602,0.1241921324875316,-7.340000152587891,0.0,ptp1b
27,23476,-9.351448060788996,0.2582606200743694,-9.40999984741211,0.0,ptp1b
28,23468,-7.114035196183643,0.1495694525590617,-7.75,0.0,ptp1b
29,23473,-8.64023723433895,0.16859792954442476,-8.390000343322754,0.0,ptp1b
30,23466,-6.272532982448329,0.11484895915236358,-7.849999904632568,0.0,ptp1b
31,20669,-7.636832980661541,0.1601611953832523,-8.609999656677246,0.0,ptp1b
32,23474,-9.147436775713,0.3051563861209811,-9.109999656677246,0.0,ptp1b
33,20670,-9.038825812788467,0.12471707830888958,-9.079999923706056,0.0,ptp1b
34,23330,-10.464995484804628,0.16745159912228244,-10.130000114440918,0.0,ptp1b
35,23472,-9.039097544059953,0.2457177951221748,-8.649999618530273,0.0,ptp1b
36,23475,-8.812532982448321,0.24797234405953664,-8.720000267028809,0.0,ptp1b
37,23469,-7.460237234338937,0.18138129696896838,-7.71999979019165,0.0,ptp1b
38,23471,-7.482204501084265,0.15193048175383717,-7.75,0.0,ptp1b
39,23470,-8.702204501084278,0.4024385472707988,-7.71999979019165,0.0,ptp1b
40,23477,-8.690427760646273,0.1243133075172164,-8.850000381469727,0.0,ptp1b
41,20667,-11.408837621999925,0.3464267893268158,-11.420000076293944,0.0,ptp1b
42,23485,-9.743733880041038,0.3506861990758945,-11.010000228881836,0.0,ptp1b
43,23480,-9.099604163166603,0.13098689406128183,-8.720000267028809,0.0,ptp1b
44,23484,-11.6186301380822,0.3518829836326337,-7.75,0.0,ptp1b
45,23483,-10.236260913810618,0.21566136568361757,-9.869999885559082,0.0,ptp1b
16,ejm_31,-9.955965639078533,0.050266803085825186,-9.539999961853027,0.0,tyk2
17,ejm_46,-10.817717193703608,0.05759583275615065,-11.3100004196167,0.0,tyk2
18,ejm_42,-9.385661322339992,0.0559098861414472,-9.779999732971191,0.0,tyk2
19,ejm_48,-9.076477566513027,0.11025814887610098,-9.0,0.0,tyk2
20,ejm_44,-6.763867983565058,0.12190156999474418,-7.420000076293945,0.0,tyk2
21,ejm_45,-9.74596563907853,0.20276649499478244,-9.5600004196167,0.0,tyk2
22,ejm_54,-9.935860040623385,0.2740306858223967,-10.529999732971191,0.0,tyk2
23,ejm_55,-10.409995447500972,0.16372788625151985,-9.210000038146973,0.0,tyk2
24,ejm_49,-9.154297095987149,0.07397730966616534,-7.75,0.0,tyk2
25,ejm_50,-9.373801150376108,0.08206730374987939,-8.979999542236328,0.0,tyk2
26,ejm_47,-9.287935409443254,0.11575748385317691,-9.699999809265137,0.0,tyk2
27,jmc_27,-11.269475222042704,0.09228647159906532,-11.279999732971191,0.0,tyk2
28,jmc_30,-11.646154061504973,0.10999726820819189,-10.9399995803833,0.0,tyk2
29,jmc_23,-11.076446187850292,0.10475876741560827,-11.699999809265137,0.0,tyk2
30,jmc_28,-10.57217542476125,0.10773508640169747,-10.979999542236328,0.0,tyk2
31,ejm_43,-7.468203242340158,0.08115214384889183,-8.260000228881836,0.0,tyk2
42,42,-8.178578612193682,0.2305468899239656,-8.899999619,0.0,mcl1
43,64,-9.9920496865738,0.30618734104475925,-9.5,0.0,mcl1
44,66,-9.81008215829302,0.2587678977138503,-8.430000305,0.0,mcl1
45,44,-8.896462814385579,0.24046391638192222,-8.670000076,0.0,mcl1
46,54,-10.156925719631708,0.24257286927225866,-9.779999733,0.0,mcl1
47,51,-8.020488426517367,0.252677500443585,-8.449999809,0.0,mcl1
48,57,-8.178915956433848,0.23809733281869427,-9.039999962,0.0,mcl1
49,68,-8.231195063939417,0.23148506150366968,-7.690000057,0.0,mcl1
50,62,-8.422729805827593,0.26492606649450284,-7.960000038,0.0,mcl1
51,53,-10.348042030571996,0.18035543899850479,-9.960000038,0.0,mcl1
52,63,-10.13882118863949,0.19332541359625757,-9.06000042,0.0,mcl1
53,58,-10.061578050848361,0.20069312814171544,-9.409999847,0.0,mcl1
54,60,-8.492175234484186,0.2000391648785091,-8.920000076,0.0,mcl1
55,61,-8.166686959712983,0.24196848052334788,-8.079999924,0.0,mcl1
56,67,-9.219632861602513,0.2059885553100114,-7.579999924,0.0,mcl1
57,65,-9.781836251433269,0.200266896198284,-8.409999847,0.0,mcl1
58,27,-6.184636549045898,0.13830232821397967,-6.119999886,0.0,mcl1
59,47 flip,-5.526502872953323,0.25244589422102803,-5.78000021,0.0,mcl1
60,39,-7.351670555491317,0.26103617986204314,-7.03000021,0.0,mcl1
61,43 flip,-6.802387191719383,0.2847049369241874,-7.03000021,0.0,mcl1
62,38 flip,-9.715671651751073,0.39117810677562825,-7.019999981,0.0,mcl1
63,46 flip,-7.1456347611664555,0.15256315334796702,-7.599999905,0.0,mcl1
64,31,-8.410034736509083,0.16922540401877711,-7.920000076,0.0,mcl1
65,40 flip,-7.369869301601504,0.3034411171301535,-7.25,0.0,mcl1
66,30 flip,-6.1582208034272625,0.16948095603065172,-7.849999905,0.0,mcl1
67,45,-9.131383708528055,0.35040878810822573,-8.949999809,0.0,mcl1
68,28,-5.988452194059782,0.21908668841628157,-6.619999886,0.0,mcl1
69,48 flip,-2.217159172358059,0.22186218493938634,-6.659999847,0.0,mcl1
70,50,-7.962001756594923,0.2476214068820758,-9.329999924,0.0,mcl1
71,33,-7.201550875718887,0.24010863517368716,-6.880000114,0.0,mcl1
72,34,-7.864009720958656,0.25118504313497303,-6.869999886,0.0,mcl1
73,35,-7.541732242190442,0.1684776998267571,-8.81000042,0.0,mcl1
74,41 flip,-9.013385319426952,0.3873033751987282,-7.130000114,0.0,mcl1
75,29,-5.458452194059667,0.24397292178646032,-6.940000057,0.0,mcl1
76,37,-8.127503496728359,0.1796792648495429,-8.949999809,0.0,mcl1
77,56,-8.314119491659248,0.19852149979094474,-9.260000229,0.0,mcl1
78,36,-8.597403692301434,0.1823618006568844,-8.180000305,0.0,mcl1
79,49,-7.5020892607414496,0.2513224182036193,-8.359999657,0.0,mcl1
80,23,-8.480862300136998,0.25688164689277826,-8.829999924,0.0,mcl1
81,26,-9.18206959305683,0.23122357487667564,-8.239999771,0.0,mcl1
82,52,-9.472370580461067,0.1870568136082717,-9.229999542,0.0,mcl1
83,32,-6.444624432268604,0.24578562427756676,-6.579999924,0.0,mcl1
11,6b,-9.166982683884553,0.05809431095495939,-8.890000343322754,0.0,thrombin
12,7a,-8.769923647081791,0.12529960906174226,-8.220000267028809,0.0,thrombin
13,1b,-8.107819522418335,0.0514430881253569,-8.460000038146973,0.0,thrombin
14,6a,-9.327562517937714,0.09920156784881787,-9.18000030517578,0.0,thrombin
15,6e,-8.73958756429945,0.0940364578071353,-8.90999984741211,0.0,thrombin
16,1d,-8.963167116001216,0.05647167899326655,-8.25,0.0,thrombin
17,1c,-8.685092249691053,0.05887466370703986,-8.5600004196167,0.0,thrombin
18,1a,-6.9758943887284905,0.06803165973769593,-7.480000019073486,0.0,thrombin
19,3b,-8.584648626016627,0.08748282741992089,-7.860000133514404,0.0,thrombin
20,5,-6.3289706599149325,0.11408479576600344,-7.579999923706055,0.0,thrombin
21,3a,-8.060352015847133,0.13430085505928407,-8.319999694824219,0.0,thrombin
