,label,calc_dG,calc_err,exp_dG,exp_err,dataset
46,3fly,-10.06885024063916,0.17893713717640092,-11.420000076293944,0.0,p38
47,3flw,-11.8884937738569,0.5095052405864304,-10.68000030517578,0.0,p38
48,2x,-9.290240423372385,0.1805155430633764,-10.229999542236328,0.0,p38
49,2z,-9.753776888357653,0.2415034309838595,-10.359999656677246,0.0,p38
50,2m,-11.344183551287008,0.12137636457696566,-10.960000038146973,0.0,p38
51,2e,-9.160489783887993,0.10253216195463759,-10.699999809265137,0.0,p38
52,2o,-11.66345729355528,0.35212138314899377,-10.489999771118164,0.0,p38
53,2n,-11.495346897348046,0.17560651692319149,-11.850000381469728,0.0,p38
54,2g,-10.471291646425843,0.09990343992585467,-10.65999984741211,0.0,p38
55,2i,-10.337926807106376,0.18248502720804408,-10.050000190734863,0.0,p38
56,3flz,-10.114759623344092,0.10786955454170509,-9.489999771118164,0.0,p38
57,2c,-11.8676402723757,0.24922736834389397,-10.460000038146973,0.0,p38
58,2h,-6.889533612399385,0.1774230078296721,-9.479999542236328,0.0,p38
59,2f,-9.569687921350148,0.10745532096424218,-8.479999542236328,0.0,p38
60,2q,-12.777860068342813,0.2640089943726673,-12.260000228881836,0.0,p38
61,2r,-11.02618076765445,0.6296171985698824,-10.789999961853027,0.0,p38
62,2s,-10.738596853413888,0.43234131274990883,-11.109999656677246,0.0,p38
63,3fmk,-12.868850240639215,0.7022784132017331,-11.829999923706056,0.0,p38
64,2u,-12.30719326359961,0.22172144738122548,-12.260000228881836,0.0,p38
65,2y,-9.765047972577854,0.7050260119624119,-9.779999732971191,0.0,p38
66,2bb,-10.295047972577922,0.9051112547228727,-9.0600004196167,0.0,p38
67,3fmh,-10.80885024063922,0.7681419325051089,-10.829999923706056,0.0,p38
21,17124-1,-11.056857592982379,0.14005402931632288,-9.68000030517578,0.0,jnk1
22,18634-1,-10.312006670123882,0.12027670880844121,-9.989999771118164,0.0,jnk1
23,18637-1,-11.041377233304203,0.23242769265061652,-10.140000343322754,0.0,jnk1
24,18631-1,-9.456765541825428,0.11307028209161023,-9.40999984741211,0.0,jnk1
25,18652-1,-10.401045885810158,0.13469797884645468,-10.68000030517578,0.0,jnk1
26,18632-1,-8.20665125040561,0.13039628595188085,-9.079999923706056,0.0,jnk1
27,18624-1,-7.297489897812918,0.12372302209412743,-8.489999771118164,0.0,jnk1
28,18629-1,-7.993334968235454,0.13051916870453653,-8.670000076293945,0.0,jnk1
29,18658-1,-10.397065814800857,0.2250414981762862,-9.699999809265137,0.0,jnk1
30,18625-1,-7.539685375857677,0.2027306434959404,-8.109999656677246,0.0,jnk1
31,18659-1,-9.871706397148447,0.22130755801016141,-9.470000267028809,0.0,jnk1
32,18660-1,-10.80170639714845,0.3462807655151445,-8.699999809265137,0.0,jnk1
33,18636-1,-8.550452639284785,0.24046196864009925,-7.510000228881836,0.0,jnk1
34,18635-1,-7.28469816358146,0.23135827904727962,-7.289999961853027,0.0,jnk1
35,18628-1_flip,-7.314213765659984,0.188412834499243,-8.699999809265137,0.0,jnk1
36,18627-1,-7.894486458641866,0.14654688229125692,-8.479999542236328,0.0,jnk1
37,18626-1,-8.146151869643903,0.13535050957265282,-8.869999885559082,0.0,jnk1
38,18630-1,-7.770960309847796,0.12606791697517747,-9.140000343322754,0.0,jnk1
39,18633-1,-8.042516678970696,0.13483368834276407,-9.170000076293944,0.0,jnk1
40,18638-1,-10.37908510149643,0.15387839195586292,-10.09000015258789,0.0,jnk1
41,18639-1,-11.35174164409454,0.15794141573988782,-9.739999771118164,0.0,jnk1
16,1oiy,-9.628554806061075,0.19165202333450806,-9.789999961853027,0.0,cdk2
17,1oi9,-10.148784558180516,0.17701000103546663,-9.739999771118164,0.0,cdk2
18,1h1q,-7.617851190195292,0.1206076557554118,-8.180000305175781,0.0,cdk2
19,17,-8.239381890806524,0.12948592304811896,-7.039999961853027,0.0,cdk2
20,1oiu,-10.9677500879496,0.18815332822884095,-9.079999923706056,0.0,cdk2
21,1h1r,-8.204882105202138,0.12678237308771415,-7.670000076293945,0.0,cdk2
22,1h1s,-11.084600806339235,0.21085178198452206,-11.25,0.0,cdk2
23,31,-8.911531040084412,0.15653752138254612,-9.539999961853027,0.0,cdk2
24,32,-9.42119702792106,0.407290362301654,-9.75,0.0,cdk2
25,29,-9.535890838246551,0.49936917412918475,-9.880000114440918,0.0,cdk2
26,21,-7.150971995564415,0.17924812275926913,-7.829999923706055,0.0,cdk2
27,20,-8.480414948584546,0.15636055363869278,-8.720000267028809,0.0,cdk2
28,28,-11.415286044891907,0.35748607549242933,-11.109999656677246,0.0,cdk2
29,26,-8.566681669376617,0.1232110993794742,-8.430000305175781,0.0,cdk2
30,22,-7.007445511744638,0.16005286261948048,-7.860000133514404,0.0,cdk2
31,30,-9.29877626086434,0.17044882368612305,-9.8100004196167,0.0,cdk2
23,23466,-6.324234297403667,0.10286723991604554,-7.849999904632568,0.0,ptp1b
24,23475,-9.334234297403654,0.23403626512951226,-8.720000267028809,0.0,ptp1b
25,20670,-9.104121721286518,0.11594006570391313,-9.079999923706056,0.0,ptp1b
26,23330,-10.369535698912461,0.12443211950256909,-10.130000114440918,0.0,ptp1b
27,23472,-8.22064504718185,0.12612146428410265,-8.649999618530273,0.0,ptp1b
28,23467,-6.8066840276150975,0.12423127623284531,-7.340000152587891,0.0,ptp1b
29,20669,-7.860059835105853,0.1583580651926862,-8.609999656677246,0.0,ptp1b
30,23473,-8.728201066068284,0.15577884784575474,-8.390000343322754,0.0,ptp1b
31,23476,-9.722444424098645,0.25398014738515756,-9.40999984741211,0.0,ptp1b
32,23468,-7.605880178019277,0.13729881181114428,-7.75,0.0,ptp1b
33,23474,-9.204099659300429,0.18996082291525065,-9.109999656677246,0.0,ptp1b
34,23477,-8.970977176115337,0.10859860424054586,-8.850000381469727,0.0,ptp1b
35,23479,-8.347972943062066,0.14046763560098202,-9.140000343322754,0.0,ptp1b
36,23484,-12.288914476260654,0.2663958835520871,-7.75,0.0,ptp1b
37,23485,-9.286915564738337,0.27268350840006894,-11.010000228881836,0.0,ptp1b
38,23486,-11.65625159334975,0.25107601924807027,-12.470000267028809,0.0,ptp1b
39,23471,-8.108066676110434,0.13143772291085298,-7.75,0.0,ptp1b
40,23470,-8.908066676110439,0.2089565302299244,-7.71999979019165,0.0,ptp1b
41,23482,-9.787972943062087,0.24070698432638918,-10.010000228881836,0.0,ptp1b
42,20667,-11.050750116130034,0.25240298786765686,-11.420000076293944,0.0,ptp1b
43,23483,-9.682753113151144,0.17160421872209783,-9.869999885559082,0.0,ptp1b
44,23480,-9.093018147311517,0.15021759341477836,-8.720000267028809,0.0,ptp1b
45,23469,-7.008201066068285,0.165993993740406,-7.71999979019165,0.0,ptp1b
16,ejm_49,-8.607021954041402,0.0802364297948884,-7.75,0.0,tyk2
17,ejm_31,-9.597642733368286,0.0434902971588602,-9.539999961853027,0.0,tyk2
18,ejm_50,-9.738729697892403,0.07351037135677092,-8.979999542236328,0.0,tyk2
19,ejm_48,-9.210963321370757,0.08402816851417454,-9.0,0.0,tyk2
20,ejm_45,-9.437642733368284,0.11170902357001411,-9.5600004196167,0.0,tyk2
21,ejm_46,-10.833058300727274,0.07008482094129215,-11.3100004196167,0.0,tyk2
22,ejm_42,-9.564457943360546,0.06208862786400606,-9.779999732971191,0.0,tyk2
23,ejm_44,-6.74497132161693,0.08675231352503858,-7.420000076293945,0.0,tyk2
24,ejm_43,-7.782560619011822,0.07152049841815336,-8.260000228881836,0.0,tyk2
25,ejm_55,-10.324364700273016,0.1750297984260121,-9.210000038146973,0.0,tyk2
26,ejm_54,-10.495293555677542,0.2309475582487253,-10.529999732971191,0.0,tyk2
27,jmc_28,-10.38917761871098,0.0924552008529046,-10.979999542236328,0.0,tyk2
28,jmc_30,-11.315364812890362,0.08615723282741354,-10.9399995803833,0.0,tyk2
29,jmc_23,-11.072990424531595,0.07518281637323307,-11.699999809265137,0.0,tyk2
30,jmc_27,-11.095313324611793,0.07527691347012623,-11.279999732971191,0.0,tyk2
31,ejm_47,-9.730445565256003,0.10409339386605984,-9.699999809265137,0.0,tyk2
42,35,-7.5612143398428415,0.198590196393091,-8.81000042,0.0,mcl1
43,49,-7.496874622413841,0.23397774053143827,-8.359999657,0.0,mcl1
44,36,-8.027802446621884,0.22270068311059088,-8.180000305,0.0,mcl1
45,37,-8.545032703412254,0.21154494672364452,-8.949999809,0.0,mcl1
46,50,-8.402534904984869,0.25474040859165664,-9.329999924,0.0,mcl1
47,56,-8.857374199783315,0.21922491874292796,-9.260000229,0.0,mcl1
48,58,-10.803854407942431,0.2200881413063321,-9.409999847,0.0,mcl1
49,42,-8.073047895986626,0.18120012803369537,-8.899999619,0.0,mcl1
50,66,-8.825242586252124,0.2040397150572029,-8.430000305,0.0,mcl1
51,44,-8.194815908282948,0.18834955097460482,-8.670000076,0.0,mcl1
52,68,-7.516641933831558,0.194952601095176,-7.690000057,0.0,mcl1
53,64,-8.85811831852186,0.20132729961546178,-9.5,0.0,mcl1
54,54,-9.152343670634522,0.1915936697460319,-9.779999733,0.0,mcl1
55,51,-7.538432511371241,0.2150567842811803,-8.449999809,0.0,mcl1
56,57,-7.308412476244676,0.18619832314503532,-9.039999962,0.0,mcl1
57,62,-7.594186357525096,0.2180016784813214,-7.960000038,0.0,mcl1
58,26,-8.189727053550449,0.1908483768208645,-8.239999771,0.0,mcl1
59,27,-6.885907001139202,0.15473946834952676,-6.119999886,0.0,mcl1
60,53,-10.840334616101565,0.2167514339257057,-9.960000038,0.0,mcl1
61,63,-10.05734219730001,0.2267490847576554,-9.06000042,0.0,mcl1
62,28,-5.835170543625097,0.2011831076945726,-6.619999886,0.0,mcl1
63,46 flip,-7.019373245913222,0.3189318474136838,-7.599999905,0.0,mcl1
64,29,-5.87517054362511,0.26076512869909524,-6.940000057,0.0,mcl1
65,39,-7.252409837933321,0.38136999136956834,-7.03000021,0.0,mcl1
66,38 flip,-9.475810859092661,0.9798438440523666,-7.019999981,0.0,mcl1
67,33,-7.742324178892087,0.22629904115404756,-6.880000114,0.0,mcl1
68,34,-7.994289787028585,0.3316769932148057,-6.869999886,0.0,mcl1
69,45,-9.140548354771326,0.38857507814976017,-8.949999809,0.0,mcl1
70,48 flip,-3.6045313441330578,0.24929657273882955,-6.659999847,0.0,mcl1
71,41 flip,-8.700264672547558,0.45337395307659584,-7.130000114,0.0,mcl1
72,52,-9.693746509322509,0.23084062076268766,-9.229999542,0.0,mcl1
73,43 flip,-6.7265343074122725,0.19415543408668604,-7.03000021,0.0,mcl1
74,40 flip,-8.119414953599886,0.2804130861490286,-7.25,0.0,mcl1
75,30 flip,-7.143753973842806,0.18000608044627608,-7.849999905,0.0,mcl1
76,47 flip,-5.972659768666887,0.2065054390391243,-5.78000021,0.0,mcl1
77,31,-8.106735989999983,0.2547535300619394,-7.920000076,0.0,mcl1
78,60,-9.092376012941138,0.21689973571802326,-8.920000076,0.0,mcl1
79,23,-8.132366480057435,0.1991111974579963,-8.829999924,0.0,mcl1
80,65,-10.404915695480831,0.22019269188876694,-8.409999847,0.0,mcl1
81,61,-8.67171973944928,0.26309830697848713,-8.079999924,0.0,mcl1
82,67,-9.085550616115746,0.23862841265457385,-7.579999924,0.0,mcl1
83,32,-6.741091709805321,0.25870450936621714,-6.579999924,0.0,mcl1
11,6a,-8.672610239263799,0.09592156944103014,-9.18000030517578,0.0,thrombin
12,6e,-7.952372430373204,0.08388033579934075,-8.90999984741211,0.0,thrombin
13,6b,-8.657903756248531,0.0847075054005658,-8.890000343322754,0.0,thrombin
14,7a,-8.445138093310865,0.09622849410693511,-8.220000267028809,0.0,thrombin
15,1b,-8.330138093310861,0.05352072993368026,-8.460000038146973,0.0,thrombin
16,1d,-8.951229002401766,0.06132517486790269,-8.25,0.0,thrombin
17,1c,-8.828319911492677,0.060943049722617625,-8.5600004196167,0.0,thrombin
18,1a,-6.861774456947219,0.05593685138217295,-7.480000019073486,0.0,thrombin
19,3b,-8.762715223497748,0.0825428085984809,-7.860000133514404,0.0,thrombin
20,5,-7.15392312129101,0.10617395015447827,-7.579999923706055,0.0,thrombin
21,3a,-9.093876663683576,0.10525166242274682,-8.319999694824219,0.0,thrombin
