,Id,Temperature (K),Pressure (kPa),Phase,N Components,Component 1,Role 1,Mole Fraction 1,Exact Amount 1,Component 2,Role 2,Mole Fraction 2,Exact Amount 2,EnthalpyOfMixing Value (kJ / mol),EnthalpyOfMixing Uncertainty (kJ / mol),Density Value (g / ml),Density Uncertainty (g / ml),Source
49,5308,298.15,101.325,Liquid,1,CCOC(=O)CC(=O)OCC,Solvent,1.0,,,,,,,,1.0496030000000005,,10.1021/je9003806
50,5309,298.15,101.325,Liquid,1,OCc1ccccc1,Solvent,1.0,,,,,,,,1.0414000000000003,,10.1021/je049591p
51,5310,298.15,101.325,Liquid,1,ClCCCl,Solvent,1.0,,,,,,,,1.2463700000000002,,10.1016/j.fluid.2015.06.041
52,5311,298.15,101.325,Liquid,1,ClCCCCCl,Solvent,1.0,,,,,,,,1.13332,,10.1016/j.jct.2005.03.020
53,5312,298.15,101.325,Liquid,1,Nc1ccccc1,Solvent,1.0,,,,,,,,1.0173,,10.1016/j.fluid.2010.08.010
54,5313,298.15,101.325,Liquid,1,CCCCBr,Solvent,1.0,,,,,,,,1.26683,,10.1021/je0501235
55,5314,298.15,101.325,Liquid,1,Clc1ccccc1,Solvent,1.0,,,,,,,,1.1008000000000002,,10.1021/je020186c
56,5315,298.15,101.325,Liquid,1,O=Cc1ccccc1,Solvent,1.0,,,,,,,,1.0442000000000002,,10.1016/j.jct.2009.02.007
57,5316,298.15,101.325,Liquid,1,C=C(C)[C@H]1CC=C(C)CC1,Solvent,1.0,,,,,,,,0.8386800000000002,,10.1021/je1011339
58,5317,298.15,101.325,Liquid,1,CCOC(C)(C)CC,Solvent,1.0,,,,,,,,0.7605700000000002,,10.1016/j.fluid.2005.04.003
59,5318,298.15,101.325,Liquid,1,NCCNCCN,Solvent,1.0,,,,,,,,0.9455480000000004,,10.1016/j.tca.2011.06.003
60,5319,298.15,101.325,Liquid,1,CN(C)CCCO,Solvent,1.0,,,,,,,,0.8808170000000002,,10.1021/acs.jced.7b00042
61,5320,298.15,101.325,Liquid,1,CN1CCCCC1,Solvent,1.0,,,,,,,,0.8126200000000002,,10.1021/je200093f
62,5321,298.15,101.325,Liquid,1,Cc1cccc(C)n1,Solvent,1.0,,,,,,,,0.9181900000000004,,10.1021/je200093f
63,5322,298.15,101.325,Liquid,1,C1CCCC1,Solvent,1.0,,,,,,,,0.7400000000000002,,10.1021/je8009336
64,5323,298.15,101.325,Liquid,1,CCCCOC(=O)CCC,Solvent,1.0,,,,,,,,0.8691400000000002,,10.1021/je050001c
65,5324,298.0,101.325,Liquid,1,NCCCNCCCN,Solvent,1.0,,,,,,,,0.9273600000000002,,10.1021/acs.jced.5b00922
66,5325,298.15,101.325,Liquid,1,CC1(C)C(=O)[C@]2(C)CC[C@H]1C2,Solvent,1.0,,,,,,,,0.9406700000000002,,10.1016/j.jct.2015.04.034
67,5326,298.15,101.325,Liquid,1,C=CCCCC,Solvent,1.0,,,,,,,,0.6693400000000002,,10.1021/acs.jced.6b00905
68,5327,298.15,101.325,Liquid,1,C1COCCN1,Solvent,1.0,,,,,,,,0.9960000000000002,,10.1021/je020191g
69,5328,298.15,101.325,Liquid,1,ClCCCCl,Solvent,1.0,,,,,,,,1.1783400000000002,,10.1016/j.jct.2005.03.020
70,5329,298.15,101.0,Liquid,2,CN1CCCCC1,Solvent,0.2452,,O,Solvent,0.7548,,,,0.9038110000000004,,10.1016/j.fluid.2010.05.001
71,5330,298.15,101.0,Liquid,2,CN1CCCCC1,Solvent,0.505,,O,Solvent,0.495,,,,0.8581580000000002,,10.1016/j.fluid.2010.05.001
72,5331,298.15,101.0,Liquid,2,CN1CCCCC1,Solvent,0.7907,,O,Solvent,0.2093,,,,0.8260470000000002,,10.1016/j.fluid.2010.05.001
73,5332,298.15,101.3,Liquid,2,CN(C)CCO,Solvent,0.26433,,O,Solvent,0.73567,,,,0.9590000000000002,,10.1021/acs.jced.6b00888
74,5333,298.15,101.3,Liquid,2,CN(C)CCO,Solvent,0.5077,,O,Solvent,0.4923,,,,0.9237220000000002,,10.1016/j.jct.2004.11.016
75,5334,298.15,101.3,Liquid,2,CN(C)CCO,Solvent,0.7652,,O,Solvent,0.2348,,,,0.8989030000000002,,10.1016/j.jct.2004.11.016
76,5335,298.15,101.0,Liquid,2,CN(C)CCO,Solvent,0.2052,,O,Solvent,0.7948,,-2.587,,,,10.1016/j.jct.2007.03.010
77,5336,298.15,101.0,Liquid,2,CN(C)CCO,Solvent,0.5365,,O,Solvent,0.4635,,-2.575,,,,10.1016/j.jct.2007.03.010
78,5337,298.15,101.0,Liquid,2,CN(C)CCO,Solvent,0.7996,,O,Solvent,0.2004,,-1.247,,,,10.1016/j.jct.2007.03.010
79,5338,298.15,101.0,Liquid,2,CCN(CC)CCO,Solvent,0.19329,,O,Solvent,0.80671,,,,0.9615690000000002,,10.1021/je301371p
80,5339,303.15,100.0,Liquid,2,CCN(CC)CCO,Solvent,0.2008,,O,Solvent,0.7992,,-2.185,,,,10.1016/j.jct.2015.04.030
81,5340,303.15,100.0,Liquid,2,CCN(CC)CCO,Solvent,0.5002,,O,Solvent,0.4998,,-2.504,,,,10.1016/j.jct.2015.04.030
82,5341,303.15,100.0,Liquid,2,CCN(CC)CCO,Solvent,0.7003,,O,Solvent,0.2997,,-1.75,,,,10.1016/j.jct.2015.04.030
83,5342,298.15,101.0,Liquid,2,Cn1ccnc1,Solvent,0.2167,,O,Solvent,0.7833,,,,1.0301000000000002,,10.1016/j.jct.2012.06.015
84,5343,298.15,101.0,Liquid,2,Cn1ccnc1,Solvent,0.4982,,O,Solvent,0.5018,,,,1.0416,,10.1016/j.jct.2012.06.015
85,5344,298.15,101.0,Liquid,2,Cn1ccnc1,Solvent,0.7795,,O,Solvent,0.2205,,,,1.0360000000000005,,10.1016/j.jct.2012.06.015
86,5345,298.14,101.325,Liquid,2,CN(CCO)CCO,Solvent,0.2571,,O,Solvent,0.7429,,,,1.0522550000000004,,10.1021/je030120x
87,5346,298.15,101.325,Liquid,2,CN(CCO)CCO,Solvent,0.4849,,O,Solvent,0.5151,,,,1.048636,,10.1021/je030120x
88,5347,298.15,101.325,Liquid,2,CN(CCO)CCO,Solvent,0.743,,O,Solvent,0.257,,,,1.0405100000000005,,10.1021/je030120x
89,5348,313.15,101.0,Liquid,2,CN(CCO)CCO,Solvent,0.2593,,O,Solvent,0.7407,,-2.271,,,,10.1016/j.jct.2007.03.010
90,5349,313.15,101.0,Liquid,2,CN(CCO)CCO,Solvent,0.4941,,O,Solvent,0.5059,,-2.072,,,,10.1016/j.jct.2007.03.010
91,5350,313.15,101.0,Liquid,2,CN(CCO)CCO,Solvent,0.7411,,O,Solvent,0.2589,,-1.154,,,,10.1016/j.jct.2015.06.006
92,5351,298.15,101.0,Liquid,2,CNCCO,Solvent,0.1987,,O,Solvent,0.8013,,,,0.9960300000000002,,10.1021/je060457+
93,5352,298.15,101.0,Liquid,2,CNCCO,Solvent,0.5041,,O,Solvent,0.4959,,,,0.9688100000000002,,10.1021/je060457+
94,5353,298.15,101.0,Liquid,2,CNCCO,Solvent,0.8009,,O,Solvent,0.1991,,,,0.9466300000000002,,10.1021/je060457+
95,5354,298.15,101.0,Liquid,2,CNCCO,Solvent,0.1992,,O,Solvent,0.8008,,-2.243,,,,10.1016/j.jct.2007.03.010
96,5355,298.15,101.0,Liquid,2,CNCCO,Solvent,0.5017,,O,Solvent,0.4983,,-2.508,,,,10.1016/j.jct.2007.03.010
97,5356,298.15,101.0,Liquid,2,CNCCO,Solvent,0.7988,,O,Solvent,0.2012,,-1.219,,,,10.1016/j.jct.2007.03.010
98,5357,298.15,100.0,Liquid,2,O,Solvent,0.7144,,OCCNCCO,Solvent,0.2856,,,,1.0810000000000002,,10.1021/je300345m
99,5358,298.15,100.0,Liquid,2,O,Solvent,0.5933,,OCCNCCO,Solvent,0.4067,,,,1.0880000000000003,,10.1021/je300345m
100,5359,293.15,101.0,Liquid,2,O,Solvent,0.299958,,OCCNCCO,Solvent,0.700042,,,,1.0963670000000003,,10.1016/j.tca.2012.01.007
101,5360,298.15,101.0,Liquid,2,O,Solvent,0.7057,,OCCNCCO,Solvent,0.2943,,-2.079,,,,10.1016/j.jct.2007.03.010
102,5361,298.15,101.0,Liquid,2,O,Solvent,0.5031,,OCCNCCO,Solvent,0.4969,,-1.916,,,,10.1016/j.jct.2007.03.010
103,5362,298.15,101.0,Liquid,2,O,Solvent,0.2579,,OCCNCCO,Solvent,0.7421,,-1.091,,,,10.1016/j.jct.2007.03.010
104,5363,298.15,101.3,Liquid,2,O,Solvent,0.892217,,OCCN(CCO)CCO,Solvent,0.107783,,,,1.0747210000000005,,10.1021/je050463q
105,5364,303.15,100.0,Liquid,2,O,Solvent,0.7937,,OCCN(CCO)CCO,Solvent,0.2063,,-1.289,,,,10.1016/j.jct.2015.04.030
106,5365,303.15,100.0,Liquid,2,O,Solvent,0.5098,,OCCN(CCO)CCO,Solvent,0.4902,,-1.221,,,,10.1016/j.jct.2015.04.030
107,5366,303.15,100.0,Liquid,2,O,Solvent,0.29,,OCCN(CCO)CCO,Solvent,0.71,,-0.839,,,,10.1016/j.jct.2015.04.030
108,5367,298.15,101.0,Liquid,2,CC(C)CC(C)(C)C,Solvent,0.5009,,CC(C)OC(C)C,Solvent,0.4991,,,,0.7005900000000002,,10.1021/je2011314
109,5368,298.15,100.8,Liquid,2,CC(C)CC(C)(C)C,Solvent,0.75,,CC(C)OC(C)C,Solvent,0.25,,,,0.6937500000000002,,10.1021/je050367p
110,5369,298.15,100.8,Liquid,2,CC(C)CC(C)(C)C,Solvent,0.25,,CC(C)OC(C)C,Solvent,0.75,,,,0.7090800000000002,,10.1021/je050367p
111,5370,303.15,101.0,Liquid,2,CC(C)CC(C)(C)C,Solvent,0.7748,,CC(C)OC(C)C,Solvent,0.2252,,0.132161,,,,10.1021/je9001416
112,5371,303.15,101.0,Liquid,2,CC(C)CC(C)(C)C,Solvent,0.5125,,CC(C)OC(C)C,Solvent,0.4875,,0.197047,,,,10.1021/je9001416
113,5372,303.15,101.0,Liquid,2,CC(C)CC(C)(C)C,Solvent,0.2693,,CC(C)OC(C)C,Solvent,0.7307,,0.158983,,,,10.1021/je9001416
114,5373,298.15,101.0,Liquid,2,O,Solvent,0.699,,OCCOCCO,Solvent,0.301,,,,1.0958900000000005,,10.1021/je700672f
115,5374,298.15,101.0,Liquid,2,O,Solvent,0.4994,,OCCOCCO,Solvent,0.5006,,,,1.1070700000000002,,10.1021/je700672f
116,5375,298.15,101.0,Liquid,2,O,Solvent,0.2997,,OCCOCCO,Solvent,0.7003,,,,1.1111900000000003,,10.1021/je700672f
117,5376,298.15,101.0,Liquid,2,O,Solvent,0.2094,,OCCOCCO,Solvent,0.7906,,-0.521,,,,10.1016/j.tca.2009.06.004
118,5377,298.15,101.0,Liquid,2,O,Solvent,0.6996,,OCCOCCO,Solvent,0.3004,,-1.245,,,,10.1016/j.tca.2009.06.004
119,5378,298.15,101.0,Liquid,2,O,Solvent,0.499,,OCCOCCO,Solvent,0.501,,-1.149,,,,10.1021/je400158p
120,5379,298.15,101.0,Liquid,2,CC(C)O,Solvent,0.231278,,O,Solvent,0.768722,,,,0.9013100000000002,,10.1021/je201010s
121,5380,298.15,101.0,Liquid,2,CC(C)O,Solvent,0.764357,,O,Solvent,0.235643,,,,0.8030100000000002,,10.1021/je201010s
122,5381,298.15,101.0,Liquid,2,CC(C)O,Solvent,0.4981,,O,Solvent,0.5019,,,,0.8388000000000001,,10.1021/je700700f
123,5382,313.15,101.0,Liquid,2,CC(C)O,Solvent,0.2031,,O,Solvent,0.7969,,-0.3026,,,,10.1016/j.jct.2007.12.002
124,5383,313.15,101.0,Liquid,2,CC(C)O,Solvent,0.5048,,O,Solvent,0.4952,,0.1916,,,,10.1016/j.jct.2007.12.002
125,5384,313.15,101.0,Liquid,2,CC(C)O,Solvent,0.704,,O,Solvent,0.296,,0.3259,,,,10.1016/j.jct.2007.12.002
126,5385,298.15,101.0,Liquid,2,CCC(C)(C)O,Solvent,0.2584,,CCO,Solvent,0.7416,,,,0.7933000000000001,,10.1021/je050416y
127,5386,298.15,101.0,Liquid,2,CCC(C)(C)O,Solvent,0.5495,,CCO,Solvent,0.4505,,,,0.8018000000000002,,10.1021/je050416y
128,5387,298.15,101.0,Liquid,2,CCC(C)(C)O,Solvent,0.6765,,CCO,Solvent,0.3235,,,,0.8048000000000002,,10.1021/je050416y
129,5388,298.15,101.3,Liquid,2,CCC(C)(C)O,Solvent,0.2807,,CCO,Solvent,0.7193,,-0.7056,,,,10.1021/je101031j
130,5389,298.15,101.3,Liquid,2,CCC(C)(C)O,Solvent,0.4607,,CCO,Solvent,0.5393,,-0.95,,,,10.1021/je101031j
131,5390,298.15,101.3,Liquid,2,CCC(C)(C)O,Solvent,0.7306,,CCO,Solvent,0.2694,,-0.7709,,,,10.1021/je101031j
132,5391,298.15,101.33,Liquid,2,c1cc[nH]c1,Solvent,0.7554,,c1ccncc1,Solvent,0.2446,,,,0.9676900000000004,,10.1016/j.fluid.2013.10.029
133,5392,298.15,101.33,Liquid,2,c1cc[nH]c1,Solvent,0.5426,,c1ccncc1,Solvent,0.4574,,,,0.9706400000000002,,10.1016/j.fluid.2013.10.029
134,5393,298.15,101.33,Liquid,2,c1cc[nH]c1,Solvent,0.2273,,c1ccncc1,Solvent,0.7727,,,,0.9755600000000002,,10.1016/j.fluid.2013.10.029
135,5394,298.15,101.0,Liquid,2,c1cc[nH]c1,Solvent,0.2395,,c1ccncc1,Solvent,0.7605,,-1.7662,,,,10.1016/j.fluid.2013.10.029
136,5395,298.15,101.0,Liquid,2,c1cc[nH]c1,Solvent,0.5095,,c1ccncc1,Solvent,0.4905,,-2.649,,,,10.1016/j.fluid.2013.10.029
137,5396,298.15,101.0,Liquid,2,c1cc[nH]c1,Solvent,0.7602,,c1ccncc1,Solvent,0.2398,,-1.6452,,,,10.1016/j.fluid.2013.10.029
138,5397,298.15,101.3,Liquid,2,O,Solvent,0.2552,,OC1=NCCC1,Solvent,0.7448,,,,1.1044310000000004,,10.1021/je0340809
139,5398,298.15,101.3,Liquid,2,O,Solvent,0.5,,OC1=NCCC1,Solvent,0.5,,,,1.0977070000000004,,10.1021/je0340809
140,5399,298.15,101.3,Liquid,2,O,Solvent,0.7532,,OC1=NCCC1,Solvent,0.2468,,,,1.077068,,10.1021/je0340809
141,5400,298.15,101.0,Liquid,2,O,Solvent,0.7681,,OC1=NCCC1,Solvent,0.2319,,-0.5238,,,,10.1016/j.jct.2013.09.015
142,5401,298.15,101.0,Liquid,2,O,Solvent,0.5217,,OC1=NCCC1,Solvent,0.4783,,-0.8384,,,,10.1016/j.jct.2013.09.015
143,5402,298.15,101.0,Liquid,2,O,Solvent,0.2307,,OC1=NCCC1,Solvent,0.7693,,-0.678,,,,10.1016/j.jct.2013.09.015
144,5403,303.15,101.0,Liquid,2,C1CCCCC1,Solvent,0.2275,,CN1CCCC1=O,Solvent,0.7725,,,,0.9583800000000002,,10.1016/j.jct.2006.06.005
145,5404,303.15,101.0,Liquid,2,C1CCCCC1,Solvent,0.5409,,CN1CCCC1=O,Solvent,0.4591,,,,0.8757100000000002,,10.1016/j.jct.2006.06.005
146,5405,303.15,101.0,Liquid,2,C1CCCCC1,Solvent,0.7332,,CN1CCCC1=O,Solvent,0.2668,,,,0.8287300000000002,,10.1016/j.jct.2006.06.005
147,5406,308.15,101.0,Liquid,2,C1CCCCC1,Solvent,0.7518,,CN1CCCC1=O,Solvent,0.2482,,1.1998,,,,10.1016/j.jct.2010.12.016
148,5407,308.15,101.0,Liquid,2,C1CCCCC1,Solvent,0.4734,,CN1CCCC1=O,Solvent,0.5266,,1.4691,,,,10.1016/j.jct.2010.12.016
149,5408,308.15,101.0,Liquid,2,C1CCCCC1,Solvent,0.2789,,CN1CCCC1=O,Solvent,0.7211,,1.2061,,,,10.1016/j.jct.2010.12.016
150,5409,303.15,101.0,Liquid,2,CN1CCCC1=O,Solvent,0.2524,,c1ccccc1,Solvent,0.7476,,,,0.9163300000000004,,10.1016/j.jct.2006.06.005
151,5410,293.15,101.0,Liquid,2,CN1CCCC1=O,Solvent,0.5135,,c1ccccc1,Solvent,0.4865,,,,0.9684700000000004,,10.1016/j.jct.2006.05.006
152,5411,298.15,101.0,Liquid,2,CN1CCCC1=O,Solvent,0.937492,,c1ccccc1,Solvent,0.062508,,,,1.0204500000000003,,10.1016/j.fluid.2008.11.006
153,5412,308.15,101.0,Liquid,2,CN1CCCC1=O,Solvent,0.2356,,c1ccccc1,Solvent,0.7644,,-0.3684,,,,10.1016/j.jct.2010.12.016
154,5413,308.15,101.0,Liquid,2,CN1CCCC1=O,Solvent,0.5467,,c1ccccc1,Solvent,0.4533,,-0.4943,,,,10.1016/j.jct.2010.12.016
155,5414,308.15,101.0,Liquid,2,CN1CCCC1=O,Solvent,0.7411,,c1ccccc1,Solvent,0.2589,,-0.3841,,,,10.1016/j.jct.2010.12.016
156,5415,303.15,101.0,Liquid,2,CN1CCCC1=O,Solvent,0.4815,,Cc1ccccc1,Solvent,0.5185,,,,0.9415400000000002,,10.1016/j.jct.2006.06.005
157,5416,293.15,101.0,Liquid,2,CN1CCCC1=O,Solvent,0.2216,,Cc1ccccc1,Solvent,0.7784,,,,0.9061600000000002,,10.1016/j.jct.2006.05.006
158,5417,303.15,101.0,Liquid,2,CN1CCCC1=O,Solvent,0.7564,,Cc1ccccc1,Solvent,0.2436,,,,0.9854500000000004,,10.1016/j.jct.2006.05.006
159,5418,308.15,101.0,Liquid,2,CN1CCCC1=O,Solvent,0.2231,,Cc1ccccc1,Solvent,0.7769,,-0.1889,,,,10.1016/j.jct.2010.12.016
160,5419,308.15,101.0,Liquid,2,CN1CCCC1=O,Solvent,0.4821,,Cc1ccccc1,Solvent,0.5179,,-0.2985,,,,10.1016/j.jct.2010.12.016
161,5420,308.15,101.0,Liquid,2,CN1CCCC1=O,Solvent,0.7418,,Cc1ccccc1,Solvent,0.2582,,-0.2141,,,,10.1016/j.jct.2010.12.016
162,5421,298.15,101.0,Liquid,2,CC(=O)CC(C)C,Solvent,0.2017,,CCC(C)(C)O,Solvent,0.7983,,,,0.8030000000000002,,10.1021/je300678r
163,5422,298.15,101.0,Liquid,2,CC(=O)CC(C)C,Solvent,0.5008,,CCC(C)(C)O,Solvent,0.4992,,,,0.7987300000000002,,10.1021/je300678r
164,5423,298.15,101.0,Liquid,2,CC(=O)CC(C)C,Solvent,0.7009,,CCC(C)(C)O,Solvent,0.2991,,,,0.7968700000000002,,10.1021/je300678r
165,5424,298.15,101.0,Liquid,2,CC(=O)CC(C)C,Solvent,0.2017,,CCC(C)(C)O,Solvent,0.7983,,0.8181,,,,10.1021/je300678r
166,5425,298.15,101.0,Liquid,2,CC(=O)CC(C)C,Solvent,0.5008,,CCC(C)(C)O,Solvent,0.4992,,1.3674,,,,10.1021/je300678r
167,5426,298.15,101.0,Liquid,2,CC(=O)CC(C)C,Solvent,0.7009,,CCC(C)(C)O,Solvent,0.2991,,1.2068,,,,10.1021/je300678r
168,5427,298.15,101.0,Liquid,2,C1CCNCC1,Solvent,0.75,,O,Solvent,0.25,,,,0.8771300000000002,,10.1016/j.jct.2007.05.009
169,5428,298.15,101.0,Liquid,2,C1CCNCC1,Solvent,0.5,,O,Solvent,0.5,,,,0.90329,,10.1016/j.jct.2007.05.009
170,5429,298.15,101.0,Liquid,2,C1CCNCC1,Solvent,0.25,,O,Solvent,0.75,,,,0.9379600000000002,,10.1016/j.jct.2007.05.009
171,5430,297.15,101.0,Liquid,2,C1CCNCC1,Solvent,0.75,,O,Solvent,0.25,,-1.4628,,,,10.1016/j.fluid.2009.10.018
172,5431,297.15,101.0,Liquid,2,C1CCNCC1,Solvent,0.5,,O,Solvent,0.5,,-2.1379,,,,10.1016/j.fluid.2009.10.018
173,5432,297.15,101.0,Liquid,2,C1CCNCC1,Solvent,0.25,,O,Solvent,0.75,,-1.9642,,,,10.1016/j.fluid.2009.10.018
174,5433,298.15,101.0,Liquid,2,CN1CCNCC1,Solvent,0.2091,,O,Solvent,0.7909,,,,1.0013300000000005,,10.1016/j.jct.2011.06.020
175,5434,298.15,101.0,Liquid,2,CN1CCNCC1,Solvent,0.5109,,O,Solvent,0.4891,,,,0.9464100000000002,,10.1016/j.jct.2011.06.020
176,5435,298.15,101.0,Liquid,2,CN1CCNCC1,Solvent,0.7065,,O,Solvent,0.2935,,,,0.9223100000000002,,10.1016/j.jct.2011.06.020
