,Id,Temperature (K),Pressure (kPa),Phase,N Components,Component 1,Role 1,Mole Fraction 1,Exact Amount 1,Component 2,Role 2,Mole Fraction 2,Exact Amount 2,EnthalpyOfMixing Value (kJ / mol),EnthalpyOfMixing Uncertainty (kJ / mol),Source
283,dhmix_409350268177199962,303.15,101.0,Liquid,2,CCCCCCC,Solvent,0.7519,,c1ccccc1,Solvent,0.2481,,0.6047,0.0035,10.1016/j.tca.2013.01.028
284,dhmix_2296565820723783732,303.15,101.0,Liquid,2,CCCCCCC,Solvent,0.2423999999999999,,c1ccccc1,Solvent,0.7576,,0.7775,0.0044,10.1016/j.tca.2013.01.028
285,dhmix_1410129135672303476,298.15,101.0,Liquid,2,BrCCBr,Solvent,0.4913999999999999,,CCC(=O)OC,Solvent,0.5086,,0.0195,0.00185,10.1016/j.jct.2006.05.004
286,dhmix_1551714230583118668,298.15,101.0,Liquid,2,BrCCBr,Solvent,0.7554,,CCC(=O)OC,Solvent,0.2446,,0.09,0.00295,10.1016/j.jct.2006.05.004
287,dhmix_1596310059176209101,298.15,101.0,Liquid,2,BrCCBr,Solvent,0.2148,,CCC(=O)OC,Solvent,0.7852,,-0.0281,0.002,10.1016/j.jct.2006.05.004
288,dhmix_334328961632702336,308.15,101.0,Liquid,2,Cc1ccccc1N,Solvent,0.4926,,Cc1cccnc1,Solvent,0.5074000000000001,,-1.4091,0.0287,10.1016/j.jct.2010.12.028
289,dhmix_382843935535082222,308.15,101.0,Liquid,2,Cc1ccccc1N,Solvent,0.2323,,Cc1cccnc1,Solvent,0.7677,,-1.1196,0.02285,10.1016/j.jct.2010.12.028
290,dhmix_1057104304179164775,308.15,101.0,Liquid,2,Cc1ccccc1N,Solvent,0.7789,,Cc1cccnc1,Solvent,0.2210999999999999,,-0.8735,0.01785,10.1016/j.jct.2010.12.028
291,dhmix_551451232292287572,298.15,101.0,Liquid,2,CCC(C)=O,Solvent,0.2154,,CCCCNCCCC,Solvent,0.7846,,0.417,0.0045,10.1016/j.fluid.2013.01.011
292,dhmix_1210431916849512476,298.15,101.0,Liquid,2,CCC(C)=O,Solvent,0.5044,,CCCCNCCCC,Solvent,0.4956,,0.619,0.0065,10.1016/j.fluid.2013.01.011
293,dhmix_1503682496766473076,298.15,101.0,Liquid,2,CCC(C)=O,Solvent,0.7922,,CCCCNCCCC,Solvent,0.2078,,0.425,0.0045,10.1016/j.fluid.2013.01.011
294,dhmix_335934546122425398,298.15,101.0,Liquid,2,C1CCOCC1,Solvent,0.55,,O=C1CCCC1,Solvent,0.4499999999999999,,0.15813,0.001,10.1021/je025649t
295,dhmix_337659115721770978,298.15,101.0,Liquid,2,C1CCOCC1,Solvent,0.25,,O=C1CCCC1,Solvent,0.75,,0.11325,0.00084,10.1021/je025649t
296,dhmix_1706969020375394315,298.15,101.0,Liquid,2,C1CCOCC1,Solvent,0.75,,O=C1CCCC1,Solvent,0.25,,0.12811,0.000895,10.1021/je025649t
297,dhmix_344305070199657817,298.15,101.0,Liquid,2,CC(C)CC(C)(C)C,Solvent,0.2003,,CCCO,Solvent,0.7997,,0.308,0.0055,10.1021/je5004912
298,dhmix_1376194238727172922,298.15,101.0,Liquid,2,CC(C)CC(C)(C)C,Solvent,0.4998,,CCCO,Solvent,0.5002,,0.6025,0.0027,10.1016/j.fluid.2012.06.031
299,dhmix_1868873434415785592,298.15,101.0,Liquid,2,CC(C)CC(C)(C)C,Solvent,0.6999,,CCCO,Solvent,0.3001,,0.6544,0.0029,10.1016/j.fluid.2012.06.031
300,dhmix_772935681699310364,308.15,101.0,Liquid,2,C1CCOCC1,Solvent,0.4803,,Cc1cccnc1,Solvent,0.5197,,0.1271,0.00115,10.1016/j.tca.2011.02.002
301,dhmix_1594947441282636711,308.15,101.0,Liquid,2,C1CCOCC1,Solvent,0.7355,,Cc1cccnc1,Solvent,0.2644999999999999,,0.0924,0.00095,10.1016/j.tca.2011.02.002
302,dhmix_2075643137470349800,308.15,101.0,Liquid,2,C1CCOCC1,Solvent,0.2732,,Cc1cccnc1,Solvent,0.7268,,0.1036,0.001,10.1016/j.tca.2011.02.002
303,dhmix_346841872844739570,298.41,101.0,Liquid,2,CC#N,Solvent,0.7007,,CCOC(C)(C)C,Solvent,0.2993,,0.6176,0.0084,10.1021/je301238f
304,dhmix_840136828933604757,298.42,101.0,Liquid,2,CC#N,Solvent,0.1989999999999999,,CCOC(C)(C)C,Solvent,0.801,,0.4418,0.006,10.1021/je301238f
305,dhmix_1934525864391020215,298.42,101.0,Liquid,2,CC#N,Solvent,0.5016,,CCOC(C)(C)C,Solvent,0.4984,,0.7098,0.00965,10.1021/je301238f
306,dhmix_355078149157572999,298.15,101.0,Liquid,2,O,Solvent,0.2094,,OCCOCCO,Solvent,0.7906,,-0.521,0.003,10.1016/j.tca.2009.06.004
307,dhmix_514261244195159379,298.15,101.0,Liquid,2,O,Solvent,0.6996,,OCCOCCO,Solvent,0.3004,,-1.245,0.0065,10.1016/j.tca.2009.06.004
308,dhmix_1512634639127890343,298.15,101.0,Liquid,2,O,Solvent,0.499,,OCCOCCO,Solvent,0.501,,-1.149,0.0065,10.1021/je400158p
309,dhmix_355690558520209737,303.15,101.0,Liquid,2,CC(C)CC(C)(C)C,Solvent,0.7747999999999999,,CC(C)OC(C)C,Solvent,0.2252,,0.132161,0.001556,10.1021/je9001416
310,dhmix_1819714300540494359,303.15,101.0,Liquid,2,CC(C)CC(C)(C)C,Solvent,0.5125,,CC(C)OC(C)C,Solvent,0.4875,,0.197047,0.002233,10.1021/je9001416
311,dhmix_2031984064821599856,303.15,101.0,Liquid,2,CC(C)CC(C)(C)C,Solvent,0.2693,,CC(C)OC(C)C,Solvent,0.7307,,0.158983,0.0018345,10.1021/je9001416
312,dhmix_1485904869507380555,298.15,101.0,Liquid,2,C1CCOCC1,Solvent,0.5,,CCCCCC(C)=O,Solvent,0.5,,0.05773,0.000615,10.1021/je025649t
313,dhmix_1931504734279468677,298.15,101.0,Liquid,2,C1CCOCC1,Solvent,0.25,,CCCCCC(C)=O,Solvent,0.75,,0.03429,0.00053,10.1021/je025649t
314,dhmix_2296263041755700053,298.15,101.0,Liquid,2,C1CCOCC1,Solvent,0.75,,CCCCCC(C)=O,Solvent,0.25,,0.05587,0.00061,10.1021/je025649t
315,dhmix_357499987240135169,298.15,101.0,Liquid,2,CCCCC,Solvent,0.7726999999999999,,CCCCOC=O,Solvent,0.2273,,0.87,0.004,10.1016/j.fluid.2013.11.026
316,dhmix_869493303716364153,298.15,101.0,Liquid,2,CCCCC,Solvent,0.4905,,CCCCOC=O,Solvent,0.5095,,0.959,0.004,10.1016/j.fluid.2013.11.026
317,dhmix_1188548276416925178,298.15,101.0,Liquid,2,CCCCC,Solvent,0.246,,CCCCOC=O,Solvent,0.754,,0.632,0.003,10.1016/j.fluid.2013.11.026
318,dhmix_357740737126275220,298.15,101.0,Liquid,2,CC(=O)N(C)C,Solvent,0.212,,CCCCCl,Solvent,0.788,,0.244,0.0025,10.1016/j.jct.2007.01.017
319,dhmix_1487887746912587509,298.15,101.0,Liquid,2,CC(=O)N(C)C,Solvent,0.708,,CCCCCl,Solvent,0.292,,0.305,0.0025,10.1016/j.jct.2007.01.017
320,dhmix_2085343422065298965,298.15,101.0,Liquid,2,CC(=O)N(C)C,Solvent,0.511,,CCCCCl,Solvent,0.489,,0.363,0.0025,10.1016/j.jct.2007.01.017
321,dhmix_359626193748497849,298.15,101.0,Liquid,2,C1CCOCC1,Solvent,0.75,,O=C1CCCCC1,Solvent,0.25,,0.07698,0.00069,10.1021/je025649t
322,dhmix_709905971434026360,298.15,101.0,Liquid,2,C1CCOCC1,Solvent,0.25,,O=C1CCCCC1,Solvent,0.75,,0.05827,0.00062,10.1021/je025649t
323,dhmix_1617652800437548554,298.15,101.0,Liquid,2,C1CCOCC1,Solvent,0.5,,O=C1CCCCC1,Solvent,0.5,,0.08658,0.000725,10.1021/je025649t
324,dhmix_573570621261992547,298.15,101.0,Liquid,2,COC=O,Solvent,0.7674,,ClCCCCl,Solvent,0.2326,,0.2841,0.0015,10.1016/j.jct.2006.10.008
325,dhmix_2050640017895200777,298.15,101.0,Liquid,2,COC=O,Solvent,0.5024,,ClCCCCl,Solvent,0.4976,,0.3503,0.00175,10.1016/j.jct.2006.10.008
326,dhmix_2121310957223924646,298.15,101.0,Liquid,2,COC=O,Solvent,0.2024,,ClCCCCl,Solvent,0.7976,,0.2064,0.0012,10.1016/j.jct.2006.10.008
327,dhmix_396839331496923568,298.15,101.0,Liquid,2,CCCOC(=O)CC,Solvent,0.2376,,ClCCCl,Solvent,0.7624,,-0.317,0.0035,10.1016/j.jct.2008.10.007
328,dhmix_1840109043188951916,298.15,101.0,Liquid,2,CCCOC(=O)CC,Solvent,0.5177,,ClCCCl,Solvent,0.4822999999999999,,-0.557,0.006,10.1016/j.jct.2008.10.007
329,dhmix_1924188358781329171,298.15,101.0,Liquid,2,CCCOC(=O)CC,Solvent,0.7874,,ClCCCl,Solvent,0.2126,,-0.357,0.004,10.1016/j.jct.2008.10.007
330,dhmix_408170436877433675,298.15,101.0,Liquid,2,CCCCC,Solvent,0.2298,,CCOC=O,Solvent,0.7702,,1.016,0.0045,10.1016/j.fluid.2013.11.026
331,dhmix_1897634982824334825,298.15,101.0,Liquid,2,CCCCC,Solvent,0.5001,,CCOC=O,Solvent,0.4999,,1.354,0.0055,10.1016/j.fluid.2013.11.026
332,dhmix_2117998354372981576,298.15,101.0,Liquid,2,CCCCC,Solvent,0.7779,,CCOC=O,Solvent,0.2221,,1.051,0.0045,10.1016/j.fluid.2013.11.026
333,dhmix_607563797490786343,298.15,101.0,Liquid,2,NCCO,Solvent,0.5593600000000001,,c1ccncc1,Solvent,0.44064,,0.824,0.0035,10.1021/je400184t
334,dhmix_783614050589043390,298.15,101.0,Liquid,2,NCCO,Solvent,0.24812,,c1ccncc1,Solvent,0.75188,,0.779,0.0035,10.1021/je400184t
335,dhmix_1092036220949585875,298.15,101.0,Liquid,2,NCCO,Solvent,0.74678,,c1ccncc1,Solvent,0.25322,,0.612,0.003,10.1021/je400184t
336,dhmix_1137774316856842141,298.15,101.0,Liquid,2,CCCCC(=O)OCC,Solvent,0.7376,,CCOC(C)=O,Solvent,0.2623999999999999,,0.114,0.0015,10.1016/j.jct.2012.03.011
337,dhmix_1322441082145072072,298.15,101.0,Liquid,2,CCCCC(=O)OCC,Solvent,0.2799,,CCOC(C)=O,Solvent,0.7201,,0.139,0.0015,10.1016/j.jct.2012.03.011
338,dhmix_2161842751879945948,298.15,101.0,Liquid,2,CCCCC(=O)OCC,Solvent,0.5198,,CCOC(C)=O,Solvent,0.4801999999999999,,0.154,0.002,10.1016/j.jct.2012.03.011
339,dhmix_419593950323214290,298.15,100.0,Liquid,2,CCCCCC(C)=O,Solvent,0.7804,,CCN(CC)CC,Solvent,0.2196,,0.216,0.0025,10.1016/j.fluid.2013.07.037
340,dhmix_1001984601109558110,298.15,100.0,Liquid,2,CCCCCC(C)=O,Solvent,0.492,,CCN(CC)CC,Solvent,0.508,,0.419,0.0045,10.1016/j.fluid.2013.07.037
341,dhmix_2085744568401562111,298.15,100.0,Liquid,2,CCCCCC(C)=O,Solvent,0.2939,,CCN(CC)CC,Solvent,0.7061,,0.412,0.0045,10.1016/j.fluid.2013.07.037
342,dhmix_731680623269260416,298.15,101.0,Liquid,2,COC=O,Solvent,0.2508,,ClCCCl,Solvent,0.7492,,0.0793,0.0007,10.1016/j.jct.2006.10.008
343,dhmix_2170321998768851974,298.15,101.0,Liquid,2,COC=O,Solvent,0.7322,,ClCCCl,Solvent,0.2678,,0.0733,0.00065,10.1016/j.jct.2006.10.008
344,dhmix_2249001225536869896,298.15,101.0,Liquid,2,COC=O,Solvent,0.4874,,ClCCCl,Solvent,0.5126,,0.1028,0.0008,10.1016/j.jct.2006.10.008
345,dhmix_442816374747487477,303.15,100.0,Liquid,2,NCCCNCCCN,Solvent,0.8015,,O,Solvent,0.1985,,-2.233,0.024,10.1016/j.jct.2015.04.030
346,dhmix_1795382205757805615,303.15,100.0,Liquid,2,NCCCNCCCN,Solvent,0.3005,,O,Solvent,0.6995,,-6.588,0.07,10.1016/j.jct.2015.04.030
347,dhmix_1814950732748396893,303.15,100.0,Liquid,2,NCCCNCCCN,Solvent,0.4998,,O,Solvent,0.5002,,-5.544,0.059,10.1016/j.jct.2015.04.030
348,dhmix_446869196417408130,298.15,101.0,Liquid,2,NCCNCCO,Solvent,0.77,,O,Solvent,0.2299999999999999,,-1.711,0.035,10.1016/j.jct.2007.03.010
349,dhmix_673839467313503071,298.15,101.0,Liquid,2,NCCNCCO,Solvent,0.0699,,O,Solvent,0.9301,,-1.713,0.035,10.1016/j.jct.2007.03.010
350,dhmix_1682883323293489147,313.15,101.0,Liquid,2,NCCNCCO,Solvent,0.4001,,O,Solvent,0.5999,,-4.15,0.0845,10.1016/j.jct.2007.03.010
351,dhmix_1150917243327149472,298.15,101.0,Liquid,2,CCCCCCCl,Solvent,0.5,,CN(C)C=O,Solvent,0.5,,0.847,0.004,10.1016/j.jct.2007.01.017
352,dhmix_1166656674614639609,298.15,101.0,Liquid,2,CCCCCCCl,Solvent,0.2039999999999999,,CN(C)C=O,Solvent,0.796,,0.583,0.004,10.1016/j.jct.2007.01.017
353,dhmix_1262474968830454367,298.15,101.0,Liquid,2,CCCCCCCl,Solvent,0.795,,CN(C)C=O,Solvent,0.205,,0.542,0.0035,10.1016/j.jct.2007.01.017
354,dhmix_457000181442392641,308.15,101.0,Liquid,2,CCOCCO,Solvent,0.2411,,c1ccccc1,Solvent,0.7589,,0.6303,0.00815,10.1016/j.fluid.2006.04.016
355,dhmix_501726034520661035,308.15,101.0,Liquid,2,CCOCCO,Solvent,0.7336,,c1ccccc1,Solvent,0.2663999999999999,,0.2326,0.0033,10.1016/j.fluid.2006.04.016
356,dhmix_1801594081157333975,308.15,101.0,Liquid,2,CCOCCO,Solvent,0.4786,,c1ccccc1,Solvent,0.5214,,0.4912,0.00645,10.1016/j.fluid.2006.04.016
357,dhmix_466383569529620932,298.15,101.0,Liquid,2,CC(=O)N(C)C,Solvent,0.505,,CCCCCCCl,Solvent,0.495,,0.61,0.003,10.1016/j.jct.2007.01.017
358,dhmix_493694362228351572,298.15,101.0,Liquid,2,CC(=O)N(C)C,Solvent,0.798,,CCCCCCCl,Solvent,0.2019999999999999,,0.425,0.003,10.1016/j.jct.2007.01.017
359,dhmix_626564461179097700,298.15,101.0,Liquid,2,CC(=O)N(C)C,Solvent,0.211,,CCCCCCCl,Solvent,0.789,,0.38,0.003,10.1016/j.jct.2007.01.017
360,dhmix_553135124490085656,298.39,101.0,Liquid,2,CCC#N,Solvent,0.5025,,CCOC(C)(C)CC,Solvent,0.4975,,0.7023,0.00955,10.1021/je301238f
361,dhmix_1961082112686431376,298.4,101.0,Liquid,2,CCC#N,Solvent,0.2008999999999999,,CCOC(C)(C)CC,Solvent,0.7991,,0.502,0.00685,10.1021/je301238f
362,dhmix_2005765786246998093,298.39,101.0,Liquid,2,CCC#N,Solvent,0.7012,,CCOC(C)(C)CC,Solvent,0.2988,,0.5863,0.008,10.1021/je301238f
363,dhmix_471514663464011364,298.15,101.0,Liquid,2,C1CCOCC1,Solvent,0.722,,CCCCCO,Solvent,0.278,,0.8628,0.00745,10.1021/je060368x
364,dhmix_1936206883965149188,298.15,101.0,Liquid,2,C1CCOCC1,Solvent,0.526,,CCCCCO,Solvent,0.474,,0.97,0.00615,10.1021/je060368x
365,dhmix_1992318015190346725,298.15,101.0,Liquid,2,C1CCOCC1,Solvent,0.217,,CCCCCO,Solvent,0.783,,0.6006,0.00455,10.1021/je060368x
366,dhmix_472822428299818953,298.15,101.0,Liquid,2,CC(C)CC(C)(C)C,Solvent,0.7005,,CCCCO,Solvent,0.2995,,0.6228,0.0028,10.1016/j.fluid.2012.06.031
367,dhmix_628387028768654403,298.15,101.0,Liquid,2,CC(C)CC(C)(C)C,Solvent,0.4999,,CCCCO,Solvent,0.5001,,0.5938,0.0027,10.1016/j.fluid.2012.06.031
368,dhmix_2302589146189152767,298.15,101.0,Liquid,2,CC(C)CC(C)(C)C,Solvent,0.2002,,CCCCO,Solvent,0.7998000000000001,,0.27646,0.003235,10.1016/j.fluid.2009.11.010
369,dhmix_1113631207235753369,298.15,100.0,Liquid,2,CO,Solvent,0.2822,,COC=O,Solvent,0.7178,,1.105,0.012,10.1016/j.jct.2015.02.019
370,dhmix_2143911117683117531,298.15,100.0,Liquid,2,CO,Solvent,0.4872999999999999,,COC=O,Solvent,0.5127,,1.179,0.0125,10.1016/j.jct.2015.02.019
371,dhmix_2205254965267695203,298.15,100.0,Liquid,2,CO,Solvent,0.9167,,COC=O,Solvent,0.0833,,0.311,0.0035,10.1016/j.jct.2015.02.019
372,dhmix_497300242003673148,298.15,101.0,Liquid,2,BrCCBr,Solvent,0.2841,,CCCCOC(=O)CCC,Solvent,0.7159,,-0.054,0.001,10.1016/j.jct.2009.05.006
373,dhmix_712261179736749495,298.15,101.0,Liquid,2,BrCCBr,Solvent,0.5153,,CCCCOC(=O)CCC,Solvent,0.4847,,-0.027,0.0005,10.1016/j.jct.2009.05.006
374,dhmix_2153957437015117204,298.15,101.0,Liquid,2,BrCCBr,Solvent,0.7639,,CCCCOC(=O)CCC,Solvent,0.2361,,0.051,0.001,10.1016/j.jct.2009.05.006
375,dhmix_1128968771311392860,298.15,101.0,Liquid,2,O,Solvent,0.2307,,OC1=NCCC1,Solvent,0.7693,,-0.678,0.1695,10.1016/j.jct.2013.09.015
376,dhmix_1775375132531538271,298.15,101.0,Liquid,2,O,Solvent,0.5217,,OC1=NCCC1,Solvent,0.4783,,-0.8384,0.20965,10.1016/j.jct.2013.09.015
377,dhmix_1895825007089845103,298.15,101.0,Liquid,2,O,Solvent,0.7681,,OC1=NCCC1,Solvent,0.2319,,-0.5238,0.13095,10.1016/j.jct.2013.09.015
378,dhmix_523129341332875255,298.15,101.0,Liquid,2,BrCCBr,Solvent,0.0595,,COC=O,Solvent,0.9405,,0.1715,0.00215,10.1016/j.jct.2006.05.004
379,dhmix_1521152703631810888,298.15,101.0,Liquid,2,BrCCBr,Solvent,0.7574,,COC=O,Solvent,0.2426,,0.653,0.00585,10.1016/j.jct.2006.05.004
380,dhmix_1685647138770344206,298.15,101.0,Liquid,2,BrCCBr,Solvent,0.5281,,COC=O,Solvent,0.4719,,0.8123,0.00705,10.1016/j.jct.2006.05.004
381,dhmix_1055456388735168345,298.2,100.0,Liquid,2,CCO,Solvent,0.5084,,CN(C)CCO,Solvent,0.4916,,-0.4044,0.0044,10.1021/je800334m
382,dhmix_1132835222292135012,298.2,100.0,Liquid,2,CCO,Solvent,0.2685999999999999,,CN(C)CCO,Solvent,0.7314,,-0.2783,0.0031,10.1021/je800334m
383,dhmix_2011138895468245368,298.2,100.0,Liquid,2,CCO,Solvent,0.7335,,CN(C)CCO,Solvent,0.2665,,-0.3657,0.004,10.1021/je800334m
384,dhmix_517287783481256565,298.15,101.0,Liquid,2,CN(C)C=O,Solvent,0.701,,ClCCCCCl,Solvent,0.299,,-0.052,0.002,10.1016/j.jct.2007.06.017
385,dhmix_1989422051580285053,298.15,101.0,Liquid,2,CN(C)C=O,Solvent,0.501,,ClCCCCCl,Solvent,0.499,,-0.056,0.002,10.1016/j.jct.2007.06.017
386,dhmix_2190775305913174779,298.15,101.0,Liquid,2,CN(C)C=O,Solvent,0.204,,ClCCCCCl,Solvent,0.796,,-0.039,0.002,10.1016/j.jct.2007.06.017
387,dhmix_524376395520217080,298.15,100.0,Liquid,2,CC(C)CC(C)(C)C,Solvent,0.4407,,CCCC(=O)OC,Solvent,0.5593,,1.053,0.0115,10.1021/acs.jced.5b00813
388,dhmix_1614087501371550297,298.15,100.0,Liquid,2,CC(C)CC(C)(C)C,Solvent,0.7629,,CCCC(=O)OC,Solvent,0.2370999999999999,,0.789,0.0085,10.1021/acs.jced.5b00813
389,dhmix_2246911102339588209,298.15,100.0,Liquid,2,CC(C)CC(C)(C)C,Solvent,0.2982,,CCCC(=O)OC,Solvent,0.7018,,0.884,0.0095,10.1021/acs.jced.5b00813
390,dhmix_536798507677319129,308.15,101.0,Liquid,2,C1COCO1,Solvent,0.2679,,Cc1ccccc1Cl,Solvent,0.7321,,0.272,0.0015,10.1021/je400722h
391,dhmix_1308085019204784636,308.15,101.0,Liquid,2,C1COCO1,Solvent,0.5009,,Cc1ccccc1Cl,Solvent,0.4991,,0.393,0.002,10.1021/je400722h
392,dhmix_1924685013370154802,308.15,101.0,Liquid,2,C1COCO1,Solvent,0.7604,,Cc1ccccc1Cl,Solvent,0.2396,,0.313,0.0015,10.1021/je400722h
393,dhmix_549919019055097043,298.15,101.0,Liquid,2,C1CCCCC1,Solvent,0.7991,,CC(C)O,Solvent,0.2009,,0.702,0.017,10.1016/j.jct.2015.01.013
394,dhmix_1101575580592240663,298.15,101.0,Liquid,2,C1CCCCC1,Solvent,0.1995,,CC(C)O,Solvent,0.8005,,0.438,0.011,10.1016/j.jct.2015.01.013
395,dhmix_1262965345724899699,298.15,101.0,Liquid,2,C1CCCCC1,Solvent,0.4983999999999999,,CC(C)O,Solvent,0.5016,,0.801,0.0195,10.1016/j.jct.2015.01.013
396,dhmix_814771684244180933,298.15,100.0,Liquid,2,CCCCC(=O)OC,Solvent,0.7339,,COC(C)=O,Solvent,0.2661,,0.178,0.002,10.1021/acs.jced.5b00813
397,dhmix_915202362324204655,298.15,100.0,Liquid,2,CCCCC(=O)OC,Solvent,0.5055,,COC(C)=O,Solvent,0.4945,,0.238,0.0025,10.1021/acs.jced.5b00813
398,dhmix_935892165648195197,298.15,100.0,Liquid,2,CCCCC(=O)OC,Solvent,0.2347,,COC(C)=O,Solvent,0.7653,,0.173,0.002,10.1021/acs.jced.5b00813
399,dhmix_563342363018905515,298.15,101.3,Liquid,2,CCOC(=O)CC(C)=O,Solvent,0.7514,,O,Solvent,0.2486,,1.128,0.012,10.1021/je800889y
400,dhmix_1385095028103136291,298.15,101.3,Liquid,2,CCOC(=O)CC(C)=O,Solvent,0.4491,,O,Solvent,0.5509,,0.684,0.0075,10.1021/je800889y
401,dhmix_1609967394780907654,298.15,101.3,Liquid,2,CCOC(=O)CC(C)=O,Solvent,0.2994,,O,Solvent,0.7006,,0.428,0.005,10.1021/je800889y
402,dhmix_566259260175961973,298.15,101.0,Liquid,2,CCCCO,Solvent,0.1447,,OC1=NCCC1,Solvent,0.8553,,0.0949,0.0012,10.1021/je801006q
403,dhmix_1601732489230179724,298.15,101.0,Liquid,2,CCCCO,Solvent,0.4978,,OC1=NCCC1,Solvent,0.5022,,0.2326,0.0026,10.1021/je801006q
404,dhmix_1661138478850718837,298.15,101.0,Liquid,2,CCCCO,Solvent,0.7548,,OC1=NCCC1,Solvent,0.2452,,0.2356,0.00265,10.1021/je801006q
405,dhmix_569012254773025696,298.15,101.0,Liquid,2,CC(C)(C)O,Solvent,0.5057,,OC1=NCCC1,Solvent,0.4943,,0.4323,0.0047,10.1021/je801006q
406,dhmix_1408261346335628114,298.15,101.0,Liquid,2,CC(C)(C)O,Solvent,0.7449,,OC1=NCCC1,Solvent,0.2551,,0.3774,0.00415,10.1021/je801006q
407,dhmix_1466823939183874689,298.15,101.0,Liquid,2,CC(C)(C)O,Solvent,0.2578,,OC1=NCCC1,Solvent,0.7422,,0.2874,0.0032,10.1021/je801006q
408,dhmix_686402805609192969,303.15,101.0,Liquid,2,CC(C)OC(C)C,Solvent,0.228,,Cc1ccccc1,Solvent,0.772,,0.0593,0.00515,10.1016/j.fluid.2007.03.017
409,dhmix_1045652173440309018,303.15,101.0,Liquid,2,CC(C)OC(C)C,Solvent,0.752,,Cc1ccccc1,Solvent,0.248,,-0.0091,0.00505,10.1016/j.fluid.2007.03.017
410,dhmix_1690461453403165745,303.15,101.0,Liquid,2,CC(C)OC(C)C,Solvent,0.455,,Cc1ccccc1,Solvent,0.5449999999999999,,0.0323,0.0051,10.1016/j.fluid.2007.03.017
411,dhmix_578047845607378963,298.15,101.0,Liquid,2,CN1CCCC1=O,Solvent,0.6359,,c1ccncc1,Solvent,0.3641,,-0.4013,0.10035,10.1016/j.jct.2013.09.015
412,dhmix_625120262301063359,298.15,101.0,Liquid,2,CN1CCCC1=O,Solvent,0.2312,,c1ccncc1,Solvent,0.7688,,-0.3157,0.07895,10.1016/j.jct.2013.09.015
413,dhmix_1933003504821603087,298.15,101.0,Liquid,2,CN1CCCC1=O,Solvent,0.4995,,c1ccncc1,Solvent,0.5005,,-0.4356,0.1089,10.1016/j.jct.2013.09.015
414,dhmix_1101447260293284221,298.15,101.0,Liquid,2,c1cc[nH]c1,Solvent,0.494,,c1ccccc1,Solvent,0.506,,0.609,0.00395,10.1016/j.fluid.2013.10.029
415,dhmix_2080652523589171296,298.15,101.0,Liquid,2,c1cc[nH]c1,Solvent,0.8208,,c1ccccc1,Solvent,0.1792,,0.3441,0.00245,10.1016/j.fluid.2013.10.029
416,dhmix_2101365800313583195,298.15,101.0,Liquid,2,c1cc[nH]c1,Solvent,0.314,,c1ccccc1,Solvent,0.6859999999999999,,0.5893,0.00385,10.1016/j.fluid.2013.10.029
417,dhmix_598563182385523239,297.15,101.0,Liquid,2,C1CCNCC1,Solvent,0.75,,O,Solvent,0.25,,-1.4628,0.02995,10.1016/j.fluid.2009.10.018
418,dhmix_2023343497633678069,297.15,101.0,Liquid,2,C1CCNCC1,Solvent,0.5,,O,Solvent,0.5,,-2.1379,0.04355,10.1016/j.fluid.2009.10.018
419,dhmix_2169709193905404129,297.15,101.0,Liquid,2,C1CCNCC1,Solvent,0.25,,O,Solvent,0.75,,-1.9642,0.04065,10.1016/j.fluid.2009.10.018
420,dhmix_597694390671293228,298.15,101.0,Liquid,2,C1CCCCC1,Solvent,0.495,,c1cc[nH]c1,Solvent,0.505,,1.4275,0.00895,10.1016/j.fluid.2013.10.029
421,dhmix_1650717903260721901,298.15,101.0,Liquid,2,C1CCCCC1,Solvent,0.9248,,c1cc[nH]c1,Solvent,0.0752,,0.7315,0.00535,10.1016/j.fluid.2013.10.029
422,dhmix_1709124910710738018,298.15,101.0,Liquid,2,C1CCCCC1,Solvent,0.2818,,c1cc[nH]c1,Solvent,0.7182,,1.245,0.00795,10.1016/j.fluid.2013.10.029
423,dhmix_602003453564252918,308.15,101.0,Liquid,2,COc1ccccc1,Solvent,0.767,,OCCc1ccccc1,Solvent,0.2329999999999999,,1.1154,0.01195,10.1021/je050085p
424,dhmix_831666159864093343,308.15,101.0,Liquid,2,COc1ccccc1,Solvent,0.2678,,OCCc1ccccc1,Solvent,0.7322,,0.688,0.00745,10.1021/je050085p
425,dhmix_1415130215717622630,308.15,101.0,Liquid,2,COc1ccccc1,Solvent,0.5232,,OCCc1ccccc1,Solvent,0.4768,,1.0457,0.0112,10.1021/je050085p
426,dhmix_607389561715885318,298.2,101.3,Liquid,2,CC(C)O,Solvent,0.7505999999999999,,CCOC(=O)CC(=O)OCC,Solvent,0.2494,,1.955,0.021,10.1021/je9003806
427,dhmix_970997719035766241,298.2,101.3,Liquid,2,CC(C)O,Solvent,0.2491999999999999,,CCOC(=O)CC(=O)OCC,Solvent,0.7508,,1.804,0.0195,10.1021/je9003806
428,dhmix_2225069850502215858,298.2,101.3,Liquid,2,CC(C)O,Solvent,0.4997,,CCOC(=O)CC(=O)OCC,Solvent,0.5003,,2.369,0.0255,10.1021/je9003806
429,dhmix_614525131410782877,298.15,101.0,Liquid,2,CCCCCC(C)=O,Solvent,0.4912999999999999,,CCCCNCCCC,Solvent,0.5087,,0.278,0.003,10.1016/j.fluid.2013.01.011
