FF,Group,Type,n_dataset,n_in_dataset,n_high_error,n_in_high_error,fraction_in_dataset,fraction_in_high_error,ratio_representation
Sage 2.3.0rc0 + ELF10,Oxohetarene,Checkmol,199,34,49,24,0.1708542713567839,0.4897959183673469,2.866746698679472
Sage 2.3.0rc0 + ELF10,t48,ProperTorsions,199,34,49,24,0.1708542713567839,0.4897959183673469,2.866746698679472
Sage 2.3.0rc1 + AshGC,t94,ProperTorsions,199,9,54,7,0.04522613065326633,0.12962962962962962,2.8662551440329214
Sage 2.2.1 + ELF10,b68,Bonds,199,37,47,25,0.18592964824120603,0.5319148936170213,2.8608395629672225
Sage 2.2.1 + ELF10,Aryl Fluoride,Checkmol,199,37,47,25,0.18592964824120603,0.5319148936170213,2.8608395629672225
Sage 2.2.1+AM1-BCC,n23,vdW,199,41,46,27,0.20603015075376885,0.5869565217391305,2.8488865323435846
Sage 2.2.1 + ELF10,t93,ProperTorsions,199,9,47,6,0.04522613065326633,0.1276595744680851,2.8226950354609928
Sage 2.2.1 + AshGC,Aryl Fluoride,Checkmol,199,37,52,27,0.18592964824120603,0.5192307692307693,2.792619542619543
Sage 2.2.1 + AshGC,b68,Bonds,199,37,52,27,0.18592964824120603,0.5192307692307693,2.792619542619543
Sage 2.2.1 + ELF10,Diarylether,Checkmol,199,32,47,21,0.16080402010050251,0.44680851063829785,2.778590425531915
Sage 2.3.0rc1 + AshGC,Diarylether,Checkmol,199,32,54,24,0.16080402010050251,0.4444444444444444,2.763888888888889
Sage 2.2.1 + AshGC,Diarylether,Checkmol,199,32,52,23,0.16080402010050251,0.4423076923076923,2.7506009615384612
Sage 2.3.0rc1 + AshGC,Dialkylether,Checkmol,199,23,54,17,0.11557788944723618,0.3148148148148148,2.7238325281803544
Sage 2.3.0rc1 + AshGC,t96,ProperTorsions,199,23,54,17,0.11557788944723618,0.3148148148148148,2.7238325281803544
Sage 2.3.0rc0 + AshGC,Oxohetarene,Checkmol,199,34,56,26,0.1708542713567839,0.4642857142857143,2.717436974789916
Sage 2.3.0rc0 + AshGC,t73,ProperTorsions,199,34,56,26,0.1708542713567839,0.4642857142857143,2.717436974789916
Sage 2.3.0rc0 + AshGC,t48,ProperTorsions,199,34,56,26,0.1708542713567839,0.4642857142857143,2.717436974789916
Sage 2.3.0rc0 + ELF10,t82,ProperTorsions,199,3,49,2,0.01507537688442211,0.04081632653061224,2.707482993197279
Sage 2.2.1 + ELF10,b14,Bonds,199,11,47,7,0.05527638190954774,0.14893617021276595,2.694390715667311
Sage 2.2.1 + ELF10,Alcohol,Checkmol,199,11,47,7,0.05527638190954774,0.14893617021276595,2.694390715667311
Sage 2.3.0rc1 + AshGC,Aryl Fluoride,Checkmol,199,37,54,27,0.18592964824120603,0.5,2.689189189189189
Sage 2.3.0rc1 + AshGC,b68,Bonds,199,37,54,27,0.18592964824120603,0.5,2.689189189189189
Sage 2.2.1 + ELF10,n23,vdW,199,41,47,26,0.20603015075376885,0.5531914893617021,2.6850025947067984
Sage 2.3.0rc0 + ELF10,Diarylether,Checkmol,199,32,49,21,0.16080402010050251,0.42857142857142855,2.665178571428571
Sage 2.2.1 + AshGC,Dialkylether,Checkmol,199,23,52,16,0.11557788944723618,0.3076923076923077,2.6622073578595318
Sage 2.2.1 + AshGC,t96,ProperTorsions,199,23,52,16,0.11557788944723618,0.3076923076923077,2.6622073578595318
Sage 2.3.0rc0 + ELF10,Dialkylether,Checkmol,199,23,49,15,0.11557788944723618,0.30612244897959184,2.6486246672582077
Sage 2.3.0rc0 + ELF10,t96,ProperTorsions,199,23,49,15,0.11557788944723618,0.30612244897959184,2.6486246672582077
Sage 2.2.1 + ELF10,Primary Alcohol,Checkmol,199,8,47,5,0.04020100502512563,0.10638297872340426,2.646276595744681
Sage 2.3.0rc0 + ELF10,b68,Bonds,199,37,49,24,0.18592964824120603,0.4897959183673469,2.63430777716492
Sage 2.3.0rc0 + ELF10,Aryl Fluoride,Checkmol,199,37,49,24,0.18592964824120603,0.4897959183673469,2.63430777716492
Sage 2.3.0rc0 + AshGC,t96,ProperTorsions,199,23,56,17,0.11557788944723618,0.30357142857142855,2.626552795031056
Sage 2.3.0rc0 + AshGC,Dialkylether,Checkmol,199,23,56,17,0.11557788944723618,0.30357142857142855,2.626552795031056
Sage 2.2.1 + AshGC,n23,vdW,199,41,52,28,0.20603015075376885,0.5384615384615384,2.613508442776735
Sage 2.2.1+AM1-BCC,t27,ProperTorsions,199,5,46,3,0.02512562814070352,0.06521739130434782,2.5956521739130434
Sage 2.2.1+AM1-BCC,t42,ProperTorsions,199,5,46,3,0.02512562814070352,0.06521739130434782,2.5956521739130434
Sage 2.2.1 + ELF10,t96,ProperTorsions,199,23,47,14,0.11557788944723618,0.2978723404255319,2.5772432932469935
Sage 2.2.1 + ELF10,Dialkylether,Checkmol,199,23,47,14,0.11557788944723618,0.2978723404255319,2.5772432932469935
Sage 2.3.0rc0 + AshGC,Diarylether,Checkmol,199,32,56,23,0.16080402010050251,0.4107142857142857,2.554129464285714
Sage 2.2.1 + AshGC,t82,ProperTorsions,199,3,52,2,0.01507537688442211,0.038461538461538464,2.5512820512820515
Sage 2.2.1 + AshGC,"1,2 Aminoalcohol",Checkmol,199,3,52,2,0.01507537688442211,0.038461538461538464,2.5512820512820515
Sage 2.2.1 + AshGC,t94,ProperTorsions,199,9,52,6,0.04522613065326633,0.11538461538461539,2.5512820512820515
Sage 2.2.1 + ELF10,t27,ProperTorsions,199,5,47,3,0.02512562814070352,0.06382978723404255,2.5404255319148934
Sage 2.2.1 + ELF10,t42,ProperTorsions,199,5,47,3,0.02512562814070352,0.06382978723404255,2.5404255319148934
Sage 2.3.0rc1 + AshGC,n23,vdW,199,41,54,28,0.20603015075376885,0.5185185185185185,2.5167118337850045
Sage 2.3.0rc0 + AshGC,b68,Bonds,199,37,56,26,0.18592964824120603,0.4642857142857143,2.497104247104247
Sage 2.3.0rc0 + AshGC,Aryl Fluoride,Checkmol,199,37,56,26,0.18592964824120603,0.4642857142857143,2.497104247104247
Sage 2.3.0rc0 + ELF10,n23,vdW,199,41,49,25,0.20603015075376885,0.5102040816326531,2.476356396217023
Sage 2.2.1 + ELF10,b88,Bonds,199,12,47,7,0.06030150753768844,0.14893617021276595,2.469858156028369
Sage 2.2.1 + ELF10,Hydroxy,Checkmol,199,12,47,7,0.06030150753768844,0.14893617021276595,2.469858156028369
Sage 2.2.1 + ELF10,n19,vdW,199,12,47,7,0.06030150753768844,0.14893617021276595,2.469858156028369
Sage 2.2.1 + ELF10,n12,vdW,199,12,47,7,0.06030150753768844,0.14893617021276595,2.469858156028369
Sage 2.3.0rc1 + AshGC,"1,2 Aminoalcohol",Checkmol,199,3,54,2,0.01507537688442211,0.037037037037037035,2.45679012345679
Sage 2.3.0rc0 + ELF10,t42,ProperTorsions,199,5,49,3,0.02512562814070352,0.061224489795918366,2.436734693877551
Sage 2.3.0rc0 + ELF10,t27,ProperTorsions,199,5,49,3,0.02512562814070352,0.061224489795918366,2.436734693877551
Sage 2.2.1+AM1-BCC,Secondary Mixed Amine,Checkmol,199,49,46,27,0.24623115577889448,0.5869565217391305,2.383762200532387
Sage 2.3.0rc0 + AshGC,t82,ProperTorsions,199,3,56,2,0.01507537688442211,0.03571428571428571,2.369047619047619
Sage 2.2.1+AM1-BCC,Alcohol,Checkmol,199,11,46,6,0.05527638190954774,0.13043478260869565,2.359683794466403
Sage 2.2.1+AM1-BCC,b14,Bonds,199,11,46,6,0.05527638190954774,0.13043478260869565,2.359683794466403
Sage 2.3.0rc1 + AshGC,b14,Bonds,199,11,54,7,0.05527638190954774,0.12962962962962962,2.3451178451178447
Sage 2.3.0rc1 + AshGC,Alcohol,Checkmol,199,11,54,7,0.05527638190954774,0.12962962962962962,2.3451178451178447
Sage 2.3.0rc0 + AshGC,n23,vdW,199,41,56,27,0.20603015075376885,0.48214285714285715,2.340156794425087
Sage 2.3.0rc0 + ELF10,t94,ProperTorsions,199,9,49,5,0.04522613065326633,0.10204081632653061,2.256235827664399
Sage 2.3.0rc0 + ELF10,t93,ProperTorsions,199,9,49,5,0.04522613065326633,0.10204081632653061,2.256235827664399
Sage 2.2.1 + ELF10,Secondary Mixed Amine,Checkmol,199,49,47,26,0.24623115577889448,0.5531914893617021,2.246634824142423
Sage 2.2.1+AM1-BCC,n8,vdW,199,72,46,37,0.36180904522613067,0.8043478260869565,2.2231280193236715
Sage 2.3.0rc1 + AshGC,t27,ProperTorsions,199,5,54,3,0.02512562814070352,0.05555555555555555,2.211111111111111
Sage 2.3.0rc1 + AshGC,t42,ProperTorsions,199,5,54,3,0.02512562814070352,0.05555555555555555,2.211111111111111
Sage 2.2.1 + AshGC,t120,ProperTorsions,199,7,52,4,0.035175879396984924,0.07692307692307693,2.186813186813187
Sage 2.2.1 + AshGC,t119,ProperTorsions,199,7,52,4,0.035175879396984924,0.07692307692307693,2.186813186813187
Sage 2.2.1 + AshGC,Secondary Mixed Amine,Checkmol,199,49,52,28,0.24623115577889448,0.5384615384615384,2.1868131868131866
Sage 2.3.0rc1 + AshGC,Secondary Mixed Amine,Checkmol,199,49,54,29,0.24623115577889448,0.5370370370370371,2.1810279667422527
Sage 2.2.1+AM1-BCC,t140,ProperTorsions,199,2,46,1,0.010050251256281407,0.021739130434782608,2.1630434782608696
Sage 2.2.1+AM1-BCC,t57,ProperTorsions,199,2,46,1,0.010050251256281407,0.021739130434782608,2.1630434782608696
Sage 2.2.1+AM1-BCC,b88,Bonds,199,12,46,6,0.06030150753768844,0.13043478260869565,2.1630434782608696
Sage 2.2.1+AM1-BCC,Thioether,Checkmol,199,2,46,1,0.010050251256281407,0.021739130434782608,2.1630434782608696
Sage 2.2.1+AM1-BCC,n12,vdW,199,12,46,6,0.06030150753768844,0.13043478260869565,2.1630434782608696
Sage 2.2.1+AM1-BCC,t138,ProperTorsions,199,2,46,1,0.010050251256281407,0.021739130434782608,2.1630434782608696
Sage 2.2.1+AM1-BCC,t56,ProperTorsions,199,2,46,1,0.010050251256281407,0.021739130434782608,2.1630434782608696
Sage 2.2.1+AM1-BCC,b38,Bonds,199,2,46,1,0.010050251256281407,0.021739130434782608,2.1630434782608696
Sage 2.2.1+AM1-BCC,Hydroxy,Checkmol,199,12,46,6,0.06030150753768844,0.13043478260869565,2.1630434782608696
Sage 2.2.1+AM1-BCC,b35,Bonds,199,2,46,1,0.010050251256281407,0.021739130434782608,2.1630434782608696
Sage 2.2.1+AM1-BCC,n19,vdW,199,12,46,6,0.06030150753768844,0.13043478260869565,2.1630434782608696
Sage 2.3.0rc1 + AshGC,b88,Bonds,199,12,54,7,0.06030150753768844,0.12962962962962962,2.1496913580246915
Sage 2.3.0rc1 + AshGC,n19,vdW,199,12,54,7,0.06030150753768844,0.12962962962962962,2.1496913580246915
Sage 2.3.0rc1 + AshGC,Hydroxy,Checkmol,199,12,54,7,0.06030150753768844,0.12962962962962962,2.1496913580246915
Sage 2.3.0rc1 + AshGC,n12,vdW,199,12,54,7,0.06030150753768844,0.12962962962962962,2.1496913580246915
Sage 2.3.0rc0 + AshGC,t145b,ProperTorsions,199,5,56,3,0.02512562814070352,0.05357142857142857,2.132142857142857
Sage 2.3.0rc0 + AshGC,t42,ProperTorsions,199,5,56,3,0.02512562814070352,0.05357142857142857,2.132142857142857
Sage 2.3.0rc0 + AshGC,t148b,ProperTorsions,199,5,56,3,0.02512562814070352,0.05357142857142857,2.132142857142857
Sage 2.3.0rc0 + AshGC,t27,ProperTorsions,199,5,56,3,0.02512562814070352,0.05357142857142857,2.132142857142857
Sage 2.2.1 + ELF10,t56,ProperTorsions,199,2,47,1,0.010050251256281407,0.02127659574468085,2.117021276595745
Sage 2.2.1 + ELF10,t57,ProperTorsions,199,2,47,1,0.010050251256281407,0.02127659574468085,2.117021276595745
Sage 2.2.1 + ELF10,Thioether,Checkmol,199,2,47,1,0.010050251256281407,0.02127659574468085,2.117021276595745
Sage 2.2.1 + ELF10,b38,Bonds,199,2,47,1,0.010050251256281407,0.02127659574468085,2.117021276595745
Sage 2.2.1 + ELF10,Tertiary Alcohol,Checkmol,199,2,47,1,0.010050251256281407,0.02127659574468085,2.117021276595745
Sage 2.2.1 + ELF10,t140,ProperTorsions,199,2,47,1,0.010050251256281407,0.02127659574468085,2.117021276595745
Sage 2.2.1 + ELF10,t138,ProperTorsions,199,2,47,1,0.010050251256281407,0.02127659574468085,2.117021276595745
Sage 2.2.1 + ELF10,b35,Bonds,199,2,47,1,0.010050251256281407,0.02127659574468085,2.117021276595745
Sage 2.2.1 + AshGC,b14,Bonds,199,11,52,6,0.05527638190954774,0.11538461538461539,2.0874125874125875
Sage 2.2.1 + AshGC,Alcohol,Checkmol,199,11,52,6,0.05527638190954774,0.11538461538461539,2.0874125874125875
Sage 2.3.0rc0 + ELF10,n8,vdW,199,72,49,37,0.36180904522613067,0.7551020408163265,2.087018140589569
Sage 2.3.0rc0 + ELF10,Secondary Mixed Amine,Checkmol,199,49,49,25,0.24623115577889448,0.5102040816326531,2.0720533111203663
Sage 2.2.1 + ELF10,n8,vdW,199,72,47,35,0.36180904522613067,0.7446808510638298,2.0582151300236404
Sage 2.3.0rc1 + AshGC,t93,ProperTorsions,199,9,54,5,0.04522613065326633,0.09259259259259259,2.047325102880658
Sage 2.3.0rc0 + ELF10,Primary Alcohol,Checkmol,199,8,49,4,0.04020100502512563,0.08163265306122448,2.030612244897959
Sage 2.3.0rc0 + ELF10,a7,Angles,199,2,49,1,0.010050251256281407,0.02040816326530612,2.030612244897959
Sage 2.3.0rc0 + AshGC,t119,ProperTorsions,199,7,56,4,0.035175879396984924,0.07142857142857142,2.030612244897959
Sage 2.3.0rc0 + AshGC,t120,ProperTorsions,199,7,56,4,0.035175879396984924,0.07142857142857142,2.030612244897959
Sage 2.3.0rc0 + ELF10,a9,Angles,199,2,49,1,0.010050251256281407,0.02040816326530612,2.030612244897959
Sage 2.3.0rc0 + ELF10,a8,Angles,199,2,49,1,0.010050251256281407,0.02040816326530612,2.030612244897959
Sage 2.3.0rc0 + ELF10,Urea,Checkmol,199,2,49,1,0.010050251256281407,0.02040816326530612,2.030612244897959
Sage 2.3.0rc0 + ELF10,Thioether,Checkmol,199,2,49,1,0.010050251256281407,0.02040816326530612,2.030612244897959
Sage 2.3.0rc0 + AshGC,Secondary Mixed Amine,Checkmol,199,49,56,28,0.24623115577889448,0.5,2.030612244897959
Sage 2.3.0rc0 + AshGC,t94,ProperTorsions,199,9,56,5,0.04522613065326633,0.08928571428571429,1.974206349206349
Sage 2.2.1 + AshGC,n8,vdW,199,72,52,37,0.36180904522613067,0.7115384615384616,1.9666132478632479
